op_code,product_sku,cycle_name,supplier_name,product_name,cycle_type,n_rev_planned,n_rev_reviewed_ext,n_rev_grade,n_rev_total,total_magnitude_dt_planned,total_magnitude_dt_reviewed,total_abs_delta_grade,first_revision_date,last_revision_date,faixa_rev,n_rev_int,n_rev_ext,dominant_type,total_magnitude
OPF37N1803,201040122605,EPA0512,BAE BRASIL,Calcinha Safe Feminino,Extra,1,29,0,30,41,41,0,2026-02-21,2026-04-01,6+,1,29,Externo (EXT),82
OPF37N1803,201040122606,EPA0512,BAE BRASIL,Calcinha Safe Feminino,Extra,1,29,0,30,41,41,0,2026-02-21,2026-04-01,6+,1,29,Externo (EXT),82
OPF37N1803,201040122607,EPA0512,BAE BRASIL,Calcinha Safe Feminino,Extra,1,29,0,30,41,41,0,2026-02-21,2026-04-01,6+,1,29,Externo (EXT),82
OPF37N1873,202180687504,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,25,0,26,21,46,0,2026-02-21,2026-04-17,6+,1,25,Externo (EXT),67
OPF37N1873,202180687505,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,25,0,26,21,46,0,2026-02-21,2026-04-17,6+,1,25,Externo (EXT),67
OPF37N1873,202180687506,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,25,0,26,21,46,0,2026-02-21,2026-04-17,6+,1,25,Externo (EXT),67
OPF37N1873,202180687507,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,25,0,26,21,46,0,2026-02-21,2026-04-17,6+,1,25,Externo (EXT),67
OPF37N1859,2148210118703,C042026,BAE BRASIL,The Perfect Top Feminino,Base,0,24,0,24,0,39,0,2026-02-21,2026-03-24,6+,0,24,Externo (EXT),39
OPF37N1859,2148210118704,C042026,BAE BRASIL,The Perfect Top Feminino,Base,0,24,0,24,0,39,0,2026-02-21,2026-03-24,6+,0,24,Externo (EXT),39
OPF37N1859,2148210118705,C042026,BAE BRASIL,The Perfect Top Feminino,Base,0,24,0,24,0,39,0,2026-02-21,2026-03-24,6+,0,24,Externo (EXT),39
OPF37N1859,2148210118706,C042026,BAE BRASIL,The Perfect Top Feminino,Base,0,24,0,24,0,39,0,2026-02-21,2026-03-24,6+,0,24,Externo (EXT),39
OPF37N1859,2148210118707,C042026,BAE BRASIL,The Perfect Top Feminino,Base,0,24,0,24,0,39,0,2026-02-21,2026-03-24,6+,0,24,Externo (EXT),39
OPF37N1859,2148210118708,C042026,BAE BRASIL,The Perfect Top Feminino,Base,0,24,0,24,0,39,0,2026-02-21,2026-03-24,6+,0,24,Externo (EXT),39
OPF37N1720,202180687504,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,20,0,20,0,76,0,2026-02-20,2026-04-16,6+,0,20,Externo (EXT),76
OPF37N1720,202180687505,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,20,0,20,0,76,0,2026-02-20,2026-04-16,6+,0,20,Externo (EXT),76
OPF37N1720,202180687506,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,20,0,20,0,76,0,2026-02-20,2026-04-16,6+,0,20,Externo (EXT),76
OPF37N1720,202180687507,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,20,0,20,0,76,0,2026-02-20,2026-04-16,6+,0,20,Externo (EXT),76
OPF37N1871,202180680304,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,19,0,20,14,46,0,2026-02-21,2026-04-11,6+,1,19,Externo (EXT),60
OPF37N1871,202180680305,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,19,0,20,14,46,0,2026-02-21,2026-04-11,6+,1,19,Externo (EXT),60
OPF37N1871,202180680306,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,19,0,20,14,46,0,2026-02-21,2026-04-11,6+,1,19,Externo (EXT),60
OPF37N1871,202180680307,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,19,0,20,14,46,0,2026-02-21,2026-04-11,6+,1,19,Externo (EXT),60
OPF96N63,2025781010204,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,2,17,0,19,139,194,0,2025-11-18,2026-04-14,6+,2,17,Externo (EXT),333
OPF96N63,2025781010205,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,2,17,0,19,139,194,0,2025-11-18,2026-04-14,6+,2,17,Externo (EXT),333
OPF96N63,2025781010206,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,2,17,0,19,139,194,0,2025-11-18,2026-04-14,6+,2,17,Externo (EXT),333
OPF96N63,2025781010207,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,2,17,0,19,139,194,0,2025-11-18,2026-04-14,6+,2,17,Externo (EXT),333
OPF37N1922,101030010106,C042026,BAE BRASIL,Cueca Boxer Comfort Simples Masculino,Base,1,14,3,18,17,21,1550,2026-01-13,2026-04-14,6+,4,14,Externo (EXT),38
OPF37N1922,101030010109,C042026,BAE BRASIL,Cueca Boxer Comfort Simples Masculino,Base,1,14,3,18,17,21,1059,2026-01-13,2026-04-14,6+,4,14,Externo (EXT),38
OPF37N1922,101030010105,C042026,BAE BRASIL,Cueca Boxer Comfort Simples Masculino,Base,1,14,1,16,17,21,159,2026-02-21,2026-04-14,6+,2,14,Externo (EXT),38
OPF37N1922,101030010108,C042026,BAE BRASIL,Cueca Boxer Comfort Simples Masculino,Base,1,14,1,16,17,21,550,2026-02-21,2026-04-14,6+,2,14,Externo (EXT),38
OPF37N1811,102010100305,EPA0512,BAE BRASIL,Tech T-shirt Gola U Masculino,Extra,1,15,0,16,33,46,0,2026-02-10,2026-04-01,6+,1,15,Externo (EXT),79
OPF37N1811,102010100306,EPA0512,BAE BRASIL,Tech T-shirt Gola U Masculino,Extra,1,15,0,16,33,46,0,2026-02-10,2026-04-01,6+,1,15,Externo (EXT),79
OPF37N1811,102010100307,EPA0512,BAE BRASIL,Tech T-shirt Gola U Masculino,Extra,1,15,0,16,33,46,0,2026-02-10,2026-04-01,6+,1,15,Externo (EXT),79
OPF37N1811,102010100308,EPA0512,BAE BRASIL,Tech T-shirt Gola U Masculino,Extra,1,15,0,16,33,46,0,2026-02-10,2026-04-01,6+,1,15,Externo (EXT),79
OPF37N2070,102010653604,EPA0602,BAE BRASIL,Daily T-shirt Masculino,Extra,1,15,0,16,14,65,0,2026-02-21,2026-04-11,6+,1,15,Externo (EXT),79
OPF37N2070,102010653605,EPA0602,BAE BRASIL,Daily T-shirt Masculino,Extra,1,15,0,16,14,65,0,2026-02-21,2026-04-11,6+,1,15,Externo (EXT),79
OPF37N2070,102010653606,EPA0602,BAE BRASIL,Daily T-shirt Masculino,Extra,1,15,0,16,14,65,0,2026-02-21,2026-04-11,6+,1,15,Externo (EXT),79
OPF37N2070,102010653607,EPA0602,BAE BRASIL,Daily T-shirt Masculino,Extra,1,15,0,16,14,65,0,2026-02-21,2026-04-11,6+,1,15,Externo (EXT),79
OPF37N2070,102010653608,EPA0602,BAE BRASIL,Daily T-shirt Masculino,Extra,1,15,0,16,14,65,0,2026-02-21,2026-04-11,6+,1,15,Externo (EXT),79
OPF37N1701,2021806813104,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,15,0,15,0,49,0,2026-02-11,2026-04-16,6+,0,15,Externo (EXT),49
OPF37N1701,2021806813105,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,15,0,15,0,49,0,2026-02-11,2026-04-16,6+,0,15,Externo (EXT),49
OPF37N1701,2021806813106,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,15,0,15,0,49,0,2026-02-11,2026-04-16,6+,0,15,Externo (EXT),49
OPF37N1701,2021806813107,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,15,0,15,0,49,0,2026-02-11,2026-04-16,6+,0,15,Externo (EXT),49
OPF37N1858,2021806813104,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,14,0,15,14,28,0,2026-02-21,2026-04-16,6+,1,14,Externo (EXT),42
OPF37N1858,2021806813105,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,14,0,15,14,28,0,2026-02-21,2026-04-16,6+,1,14,Externo (EXT),42
OPF37N1858,2021806813106,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,14,0,15,14,28,0,2026-02-21,2026-04-16,6+,1,14,Externo (EXT),42
OPF37N1858,2021806813107,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,14,0,15,14,28,0,2026-02-21,2026-04-16,6+,1,14,Externo (EXT),42
OPF96N67,2025781012604,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,2,13,0,15,146,200,0,2025-11-18,2026-04-14,6+,2,13,Externo (EXT),346
OPF96N67,2025781012605,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,2,13,0,15,146,200,0,2025-11-18,2026-04-14,6+,2,13,Externo (EXT),346
OPF96N67,2025781012606,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,2,13,0,15,146,200,0,2025-11-18,2026-04-14,6+,2,13,Externo (EXT),346
OPF96N67,2025781012607,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,2,13,0,15,146,200,0,2025-11-18,2026-04-14,6+,2,13,Externo (EXT),346
OPF37N1611,2148210118703,C022026,BAE BRASIL,The Perfect Top Feminino,Base,0,11,3,14,0,81,970,2025-11-20,2026-04-16,6+,3,11,Externo (EXT),81
OPF37N1719,202180687504,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,14,0,14,0,50,0,2026-02-11,2026-04-14,6+,0,14,Externo (EXT),50
OPF37N1719,202180687505,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,14,0,14,0,50,0,2026-02-11,2026-04-14,6+,0,14,Externo (EXT),50
OPF37N1719,202180687506,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,14,0,14,0,50,0,2026-02-11,2026-04-14,6+,0,14,Externo (EXT),50
OPF37N1719,202180687507,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,14,0,14,0,50,0,2026-02-11,2026-04-14,6+,0,14,Externo (EXT),50
OPF37N1874,202180687504,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,13,0,14,7,67,0,2026-02-21,2026-04-18,6+,1,13,Externo (EXT),74
OPF37N1874,202180687505,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,13,0,14,7,67,0,2026-02-21,2026-04-18,6+,1,13,Externo (EXT),74
OPF37N1874,202180687506,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,13,0,14,7,67,0,2026-02-21,2026-04-18,6+,1,13,Externo (EXT),74
OPF37N1874,202180687507,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,13,0,14,7,67,0,2026-02-21,2026-04-18,6+,1,13,Externo (EXT),74
OPF37N1922,101030010107,C042026,BAE BRASIL,Cueca Boxer Comfort Simples Masculino,Base,0,12,2,14,0,14,396,2026-01-13,2026-03-06,6+,2,12,Externo (EXT),14
OPF96N29,2094010122703,C112025,RIZLLEP,Tech T-shirt Gola U Feminino,Base,2,12,0,14,150,913,0,2025-11-18,2026-04-14,6+,2,12,Externo (EXT),1063
OPF96N29,2094010122704,C112025,RIZLLEP,Tech T-shirt Gola U Feminino,Base,2,12,0,14,150,913,0,2025-11-18,2026-04-14,6+,2,12,Externo (EXT),1063
OPF96N29,2094010122705,C112025,RIZLLEP,Tech T-shirt Gola U Feminino,Base,2,12,0,14,150,913,0,2025-11-18,2026-04-14,6+,2,12,Externo (EXT),1063
OPF96N29,2094010122706,C112025,RIZLLEP,Tech T-shirt Gola U Feminino,Base,2,12,0,14,150,913,0,2025-11-18,2026-04-14,6+,2,12,Externo (EXT),1063
OPF96N29,2094010122707,C112025,RIZLLEP,Tech T-shirt Gola U Feminino,Base,2,12,0,14,150,913,0,2025-11-18,2026-04-14,6+,2,12,Externo (EXT),1063
OPF96N29,2094010122708,C112025,RIZLLEP,Tech T-shirt Gola U Feminino,Base,2,12,0,14,150,913,0,2025-11-18,2026-04-14,6+,2,12,Externo (EXT),1063
OPF96N29,2094010122732,C112025,RIZLLEP,Tech T-shirt Gola U Feminino,Base,2,12,0,14,150,913,0,2025-11-18,2026-04-14,6+,2,12,Externo (EXT),1063
OPF37N1611,2148210118704,C022026,BAE BRASIL,The Perfect Top Feminino,Base,0,11,2,13,0,81,208,2025-11-20,2026-04-16,6+,2,11,Externo (EXT),81
OPF37N1872,202180680304,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,12,0,13,21,53,0,2026-02-21,2026-04-11,6+,1,12,Externo (EXT),74
OPF37N1872,202180680305,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,12,0,13,21,53,0,2026-02-21,2026-04-11,6+,1,12,Externo (EXT),74
OPF37N1872,202180680306,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,12,0,13,21,53,0,2026-02-21,2026-04-11,6+,1,12,Externo (EXT),74
OPF37N1872,202180680307,C042026,BAE BRASIL,The Perfect Top Feminino,Base,1,12,0,13,21,53,0,2026-02-21,2026-04-11,6+,1,12,Externo (EXT),74
OPF37N1901,102010100103,C042026,BAE BRASIL,Tech T-shirt Gola U Masculino,Base,2,11,0,13,56,175,0,2026-02-21,2026-04-18,6+,2,11,Externo (EXT),231
OPF37N1901,102010100104,C042026,BAE BRASIL,Tech T-shirt Gola U Masculino,Base,2,11,0,13,56,175,0,2026-02-21,2026-04-18,6+,2,11,Externo (EXT),231
OPF37N1901,102010100105,C042026,BAE BRASIL,Tech T-shirt Gola U Masculino,Base,2,11,0,13,56,175,0,2026-02-21,2026-04-18,6+,2,11,Externo (EXT),231
OPF37N1901,102010100106,C042026,BAE BRASIL,Tech T-shirt Gola U Masculino,Base,2,11,0,13,56,175,0,2026-02-21,2026-04-18,6+,2,11,Externo (EXT),231
OPF37N1901,102010100107,C042026,BAE BRASIL,Tech T-shirt Gola U Masculino,Base,2,11,0,13,56,175,0,2026-02-21,2026-04-18,6+,2,11,Externo (EXT),231
OPF37N1901,102010100108,C042026,BAE BRASIL,Tech T-shirt Gola U Masculino,Base,2,11,0,13,56,175,0,2026-02-21,2026-04-18,6+,2,11,Externo (EXT),231
OPF37N1901,102010100119,C042026,BAE BRASIL,Tech T-shirt Gola U Masculino,Base,2,11,0,13,56,175,0,2026-02-21,2026-04-18,6+,2,11,Externo (EXT),231
OPF37N1923,101030010106,C042026,BAE BRASIL,Cueca Boxer Comfort Simples Masculino,Base,0,10,3,13,0,39,1552,2026-01-13,2026-04-09,6+,3,10,Externo (EXT),39
OPF37N1923,101030010109,C042026,BAE BRASIL,Cueca Boxer Comfort Simples Masculino,Base,0,10,3,13,0,39,1056,2026-01-13,2026-04-09,6+,3,10,Externo (EXT),39
OPF74N191,1094010110307,C122025,DDAL,Tech T-shirt Gola U Masculino,Base,0,12,1,13,0,174,607,2025-11-28,2026-04-14,6+,1,12,Externo (EXT),174
OPF98N220,3095661012803,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,148,126,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),274
OPF98N220,3095661012804,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,148,126,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),274
OPF98N220,3095661012805,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,148,126,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),274
OPF98N220,3095661012806,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,148,126,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),274
OPF98N220,3095661012807,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,148,126,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),274
OPF98N220,3095661012808,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,148,126,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),274
OPF98N243,30956610114203,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,119,98,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),217
OPF98N243,30956610114204,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,119,98,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),217
OPF98N243,30956610114205,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,119,98,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),217
OPF98N243,30956610114206,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,119,98,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),217
OPF98N243,30956610114207,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,119,98,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),217
OPF98N243,30956610114208,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,7,0,12,119,98,0,2025-12-02,2026-04-01,6+,5,7,Externo (EXT),217
OPF83N20,1091351012408,C012026B,NOVA FORMULA,Camiseta Henley Core Masculino,Extra,0,11,1,12,0,77,117,2025-12-12,2026-04-01,6+,1,11,Externo (EXT),77
OPF37N1702,2021806813104,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,12,0,12,0,28,0,2026-02-21,2026-04-16,6+,0,12,Externo (EXT),28
OPF37N1702,2021806813105,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,12,0,12,0,28,0,2026-02-21,2026-04-16,6+,0,12,Externo (EXT),28
OPF37N1702,2021806813106,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,12,0,12,0,28,0,2026-02-21,2026-04-16,6+,0,12,Externo (EXT),28
OPF37N1702,2021806813107,C032026,BAE BRASIL,The Perfect Top Feminino,Base,0,12,0,12,0,28,0,2026-02-21,2026-04-16,6+,0,12,Externo (EXT),28
OPF37N1922,101030010104,C042026,BAE BRASIL,Cueca Boxer Comfort Simples Masculino,Base,0,12,0,12,0,14,0,2026-02-21,2026-03-06,6+,0,12,Externo (EXT),14
OPF37N1964,102010090104,C052026,BAE BRASIL,Daily T-shirt Masculino,Base,2,9,1,12,77,64,260,2026-02-21,2026-04-17,6+,3,9,Externo (EXT),141
OPF37N1964,102010090105,C052026,BAE BRASIL,Daily T-shirt Masculino,Base,2,9,1,12,77,64,118,2026-02-21,2026-04-17,6+,3,9,Externo (EXT),141
OPF37N1964,102010090106,C052026,BAE BRASIL,Daily T-shirt Masculino,Base,2,9,1,12,77,64,314,2026-02-21,2026-04-17,6+,3,9,Externo (EXT),141
OPF37N1964,102010090107,C052026,BAE BRASIL,Daily T-shirt Masculino,Base,2,9,1,12,77,64,53,2026-02-21,2026-04-17,6+,3,9,Externo (EXT),141
OPF37N1964,102010090108,C052026,BAE BRASIL,Daily T-shirt Masculino,Base,2,9,1,12,77,64,165,2026-02-21,2026-04-17,6+,3,9,Externo (EXT),141
OPF74N191,1094010110304,C122025,DDAL,Tech T-shirt Gola U Masculino,Base,0,12,0,12,0,174,0,2025-11-28,2026-04-14,6+,0,12,Externo (EXT),174
OPF74N191,1094010110305,C122025,DDAL,Tech T-shirt Gola U Masculino,Base,0,12,0,12,0,174,0,2025-11-28,2026-04-14,6+,0,12,Externo (EXT),174
OPF74N191,1094010110306,C122025,DDAL,Tech T-shirt Gola U Masculino,Base,0,12,0,12,0,174,0,2025-11-28,2026-04-14,6+,0,12,Externo (EXT),174
OPF96N59,2025781010104,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,1,11,0,12,150,137,0,2025-12-10,2026-04-07,6+,1,11,Externo (EXT),287
OPF96N59,2025781010105,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,1,11,0,12,150,137,0,2025-12-10,2026-04-07,6+,1,11,Externo (EXT),287
OPF96N59,2025781010106,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,1,11,0,12,150,137,0,2025-12-10,2026-04-07,6+,1,11,Externo (EXT),287
OPF96N59,2025781010107,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top V Feminino,Extra,1,11,0,12,150,137,0,2025-12-10,2026-04-07,6+,1,11,Externo (EXT),287
OPF96N69,2195771010104,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top Cropped Feminino,Extra,2,10,0,12,102,133,0,2025-11-18,2026-04-02,6+,2,10,Externo (EXT),235
OPF96N69,2195771010105,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top Cropped Feminino,Extra,2,10,0,12,102,133,0,2025-11-18,2026-04-02,6+,2,10,Externo (EXT),235
OPF96N69,2195771010106,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top Cropped Feminino,Extra,2,10,0,12,102,133,0,2025-11-18,2026-04-02,6+,2,10,Externo (EXT),235
OPF96N69,2195771010107,THE PERFECT TOP - VARIAÇÕES,RIZLLEP,The Perfect Top Cropped Feminino,Extra,2,10,0,12,102,133,0,2025-11-18,2026-04-02,6+,2,10,Externo (EXT),235
OPF98N218,30956610114303,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,126,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),274
OPF98N218,30956610114304,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,126,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),274
OPF98N218,30956610114305,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,126,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),274
OPF98N218,30956610114306,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,126,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),274
OPF98N218,30956610114307,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,126,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),274
OPF98N218,30956610114308,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,126,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),274
OPF98N219,30956610114203,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,112,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),260
OPF98N219,30956610114204,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,112,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),260
OPF98N219,30956610114205,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,112,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),260
OPF98N219,30956610114206,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,112,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),260
OPF98N219,30956610114207,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,112,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),260
OPF98N219,30956610114208,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,112,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),260
OPF98N222,3095661010103,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,108,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),256
OPF98N222,3095661010104,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,108,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),256
OPF98N222,3095661010105,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,108,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),256
OPF98N222,3095661010106,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,108,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),256
OPF98N222,3095661010107,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,108,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),256
OPF98N222,3095661010108,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,148,108,0,2025-12-02,2026-04-01,6+,5,6,Externo (EXT),256
OPF98N244,3095661012803,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,119,109,0,2025-12-10,2026-04-01,6+,5,6,Externo (EXT),228
OPF98N244,3095661012804,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,119,109,0,2025-12-10,2026-04-01,6+,5,6,Externo (EXT),228
OPF98N244,3095661012805,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,119,109,0,2025-12-10,2026-04-01,6+,5,6,Externo (EXT),228
OPF98N244,3095661012806,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,119,109,0,2025-12-10,2026-04-01,6+,5,6,Externo (EXT),228
OPF98N244,3095661012807,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,119,109,0,2025-12-10,2026-04-01,6+,5,6,Externo (EXT),228
OPF98N244,3095661012808,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,5,6,0,11,119,109,0,2025-12-10,2026-04-01,6+,5,6,Externo (EXT),228
OPF98N246,3095661010103,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,6,5,0,11,126,77,0,2025-12-02,2026-04-01,6+,6,5,Interno (INT),203
OPF98N246,3095661010104,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,6,5,0,11,126,77,0,2025-12-02,2026-04-01,6+,6,5,Interno (INT),203
OPF98N246,3095661010105,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,6,5,0,11,126,77,0,2025-12-02,2026-04-01,6+,6,5,Interno (INT),203
OPF98N246,3095661010106,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,6,5,0,11,126,77,0,2025-12-02,2026-04-01,6+,6,5,Interno (INT),203
OPF98N246,3095661010107,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,6,5,0,11,126,77,0,2025-12-02,2026-04-01,6+,6,5,Interno (INT),203
OPF98N246,3095661010108,BOLD 2 - Revisada,WARUSKY,Camiseta Oversized Comfy InLounge,Extra,6,5,0,11,126,77,0,2025-12-02,2026-04-01,6+,6,5,Interno (INT),203
OPF103N18,10913410110103,C012026B,NATURAL COMPANY CONFECCOES LTDA,Camiseta Polo Core Masculino,Extra,0,11,0,11,0,381,0,2025-11-20,2026-04-18,6+,0,11,Externo (EXT),381
