op_code,product_sku,cycle_name,supplier_name,product_name,cycle_type,n_rev_planned,n_rev_reviewed_ext,n_rev_grade,n_rev_total,total_magnitude_dt_planned,total_magnitude_dt_reviewed,total_abs_delta_grade,first_revision_date,last_revision_date,faixa_rev,n_rev_int,n_rev_ext,dominant_type,total_magnitude
OPF84N166,102010101804,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,1,0,1,2,18,0,167,2026-02-27,2026-03-14,2,2,0,Interno (INT),18
OPF84N166,102010101806,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,1,0,1,2,18,0,231,2026-02-27,2026-03-14,2,2,0,Interno (INT),18
OPF84N166,102010101807,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,1,0,1,2,18,0,41,2026-02-27,2026-03-14,2,2,0,Interno (INT),18
OPF84N167,102010100104,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,20,0,2026-02-19,2026-02-24,2,0,2,Externo (EXT),20
OPF84N167,102010100105,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,20,0,2026-02-19,2026-02-24,2,0,2,Externo (EXT),20
OPF84N167,102010100106,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,20,0,2026-02-19,2026-02-24,2,0,2,Externo (EXT),20
OPF84N167,102010100107,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,20,0,2026-02-19,2026-02-24,2,0,2,Externo (EXT),20
OPF84N167,102010100108,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,20,0,2026-02-19,2026-02-24,2,0,2,Externo (EXT),20
OPF84N167,102010100119,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,20,0,2026-02-19,2026-02-24,2,0,2,Externo (EXT),20
OPF84N168,102010100104,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,12,0,2026-02-24,2026-02-25,2,0,2,Externo (EXT),12
OPF84N168,102010100105,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,12,0,2026-02-24,2026-02-25,2,0,2,Externo (EXT),12
OPF84N168,102010100106,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,12,0,2026-02-24,2026-02-25,2,0,2,Externo (EXT),12
OPF84N168,102010100107,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,12,0,2026-02-24,2026-02-25,2,0,2,Externo (EXT),12
OPF84N168,102010100108,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,12,0,2026-02-24,2026-02-25,2,0,2,Externo (EXT),12
OPF84N168,102010100119,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,12,0,2026-02-24,2026-02-25,2,0,2,Externo (EXT),12
OPF84N171,102010100104,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,42,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),42
OPF84N171,102010100105,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,42,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),42
OPF84N171,102010100106,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,42,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),42
OPF84N171,102010100107,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,42,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),42
OPF84N171,102010100108,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,42,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),42
OPF84N171,102010100119,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,42,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),42
OPF84N173,102010100104,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,56,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),56
OPF84N173,102010100105,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,56,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),56
OPF84N173,102010100106,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,56,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),56
OPF84N173,102010100107,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,56,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),56
OPF84N173,102010100108,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,56,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),56
OPF84N173,102010100119,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,0,2,0,2,0,56,0,2026-02-21,2026-02-24,2,0,2,Externo (EXT),56
OPF84N175,102010100105,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,2,0,0,2,21,0,0,2026-03-07,2026-04-02,2,2,0,Interno (INT),21
OPF84N175,102010100106,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,2,0,0,2,21,0,0,2026-03-07,2026-04-02,2,2,0,Interno (INT),21
OPF84N175,102010100107,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,2,0,0,2,21,0,0,2026-03-07,2026-04-02,2,2,0,Interno (INT),21
OPF84N175,102010100108,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,2,0,0,2,21,0,0,2026-03-07,2026-04-02,2,2,0,Interno (INT),21
OPF84N176,1094010122705,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,1,1,0,2,1,8,0,2026-01-31,2026-03-03,2,1,1,Interno (INT),9
OPF84N176,1094010122706,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,1,1,0,2,1,8,0,2026-01-31,2026-03-03,2,1,1,Interno (INT),9
OPF84N176,1094010122707,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,1,1,0,2,1,8,0,2026-01-31,2026-03-03,2,1,1,Interno (INT),9
OPF84N178,102010102805,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,1,1,0,2,1,1,0,2026-03-28,2026-04-01,2,1,1,Interno (INT),2
OPF84N178,102010102806,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,1,1,0,2,1,1,0,2026-03-28,2026-04-01,2,1,1,Interno (INT),2
OPF84N178,102010102807,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,1,1,0,2,1,1,0,2026-03-28,2026-04-01,2,1,1,Interno (INT),2
OPF84N178,102010102808,C032026,BY COTTON,Tech T-shirt Gola U Masculino,Base,1,1,0,2,1,1,0,2026-03-28,2026-04-01,2,1,1,Interno (INT),2
OPF90N30,24718310113304,C032026,MC & MC,Camisa FutureForm Feminino,Base,1,1,0,2,84,31,0,2026-02-21,2026-02-28,2,1,1,Interno (INT),115
OPF90N30,24718310113306,C032026,MC & MC,Camisa FutureForm Feminino,Base,1,1,0,2,84,31,0,2026-02-21,2026-02-28,2,1,1,Interno (INT),115
OPF90N30,24718310113307,C032026,MC & MC,Camisa FutureForm Feminino,Base,1,1,0,2,84,31,0,2026-02-21,2026-02-28,2,1,1,Interno (INT),115
OPF90N31,1471831010107,C032026,MC & MC,Camisa FutureForm Masculino,Base,0,1,1,2,0,61,450,2026-01-16,2026-02-18,2,1,1,Interno (INT),61
OPF96N140,202010100104-s,C032026,RIZLLEP,Tech T-shirt Gola U Feminino,Base,0,1,1,2,0,4,141,2025-11-26,2026-01-26,2,1,1,Interno (INT),4
OPF96N140,202010100105-s,C032026,RIZLLEP,Tech T-shirt Gola U Feminino,Base,0,1,1,2,0,4,141,2025-11-26,2026-01-26,2,1,1,Interno (INT),4
OPF96N140,202010100106-s,C032026,RIZLLEP,Tech T-shirt Gola U Feminino,Base,0,1,1,2,0,4,200,2025-11-26,2026-01-26,2,1,1,Interno (INT),4
OPF96N142,1093910116804,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,7,0,2025-11-26,2026-03-04,2,0,2,Externo (EXT),7
OPF96N142,1093910116805,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,7,0,2025-11-26,2026-03-04,2,0,2,Externo (EXT),7
OPF96N142,1093910116806,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,7,0,2025-11-26,2026-03-04,2,0,2,Externo (EXT),7
OPF96N142,1093910116807,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,7,0,2025-11-26,2026-03-04,2,0,2,Externo (EXT),7
OPF96N142,1093910116808,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,7,0,2025-11-26,2026-03-04,2,0,2,Externo (EXT),7
OPF96N143,102010090104,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,11,0,2025-11-26,2026-01-14,2,0,2,Externo (EXT),11
OPF96N143,102010090105,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,11,0,2025-11-26,2026-01-14,2,0,2,Externo (EXT),11
OPF96N143,102010090106,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,11,0,2025-11-26,2026-01-14,2,0,2,Externo (EXT),11
OPF96N143,102010090107,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,11,0,2025-11-26,2026-01-14,2,0,2,Externo (EXT),11
OPF96N143,102010090108,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,11,0,2025-11-26,2026-01-14,2,0,2,Externo (EXT),11
OPF96N146,102010090104,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,11,0,2025-11-26,2026-01-30,2,0,2,Externo (EXT),11
OPF96N146,102010090105,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,11,0,2025-11-26,2026-01-30,2,0,2,Externo (EXT),11
OPF96N146,102010090106,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,11,0,2025-11-26,2026-01-30,2,0,2,Externo (EXT),11
OPF96N146,102010090107,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,11,0,2025-11-26,2026-01-30,2,0,2,Externo (EXT),11
OPF96N146,102010090108,C032026,RIZLLEP,Daily T-shirt Masculino,Base,0,2,0,2,0,11,0,2025-11-26,2026-01-30,2,0,2,Externo (EXT),11
OPF99N41,2211801010103,C032026,KABRIOLLI,Calça FutureForm Feminino,Base,0,2,0,2,0,92,0,2026-02-05,2026-04-11,2,0,2,Externo (EXT),92
OPF109N26,101030030105,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,53,14,2025-12-16,2026-03-13,2,1,1,Interno (INT),53
OPF109N26,101030030106,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,53,15,2025-12-16,2026-03-13,2,1,1,Interno (INT),53
OPF109N26,101030030107,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,53,22,2025-12-16,2026-03-13,2,1,1,Interno (INT),53
OPF109N26,101030030108,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,53,8,2025-12-16,2026-03-13,2,1,1,Interno (INT),53
OPF109N26,101030030109,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,53,19,2025-12-16,2026-03-13,2,1,1,Interno (INT),53
OPF109N27,101030030105,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,46,3,2025-12-16,2026-03-13,2,1,1,Interno (INT),46
OPF109N27,101030030106,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,46,8,2025-12-16,2026-03-13,2,1,1,Interno (INT),46
OPF109N27,101030030107,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,46,12,2025-12-16,2026-03-13,2,1,1,Interno (INT),46
OPF109N27,101030030108,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,46,7,2025-12-16,2026-03-13,2,1,1,Interno (INT),46
OPF109N27,101030030109,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,46,18,2025-12-16,2026-03-13,2,1,1,Interno (INT),46
OPF109N28,101030030105,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,39,3,2025-12-16,2026-03-13,2,1,1,Interno (INT),39
OPF109N28,101030030106,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,39,8,2025-12-16,2026-03-13,2,1,1,Interno (INT),39
OPF109N28,101030030107,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,39,12,2025-12-16,2026-03-13,2,1,1,Interno (INT),39
OPF109N28,101030030108,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,39,7,2025-12-16,2026-03-13,2,1,1,Interno (INT),39
OPF109N28,101030030109,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,39,12,2025-12-16,2026-03-13,2,1,1,Interno (INT),39
OPF109N29,101030030105,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,32,3,2025-12-16,2026-03-13,2,1,1,Interno (INT),32
OPF109N29,101030030106,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,32,9,2025-12-16,2026-03-13,2,1,1,Interno (INT),32
OPF109N29,101030030107,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,32,11,2025-12-16,2026-03-13,2,1,1,Interno (INT),32
OPF109N29,101030030108,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,32,7,2025-12-16,2026-03-13,2,1,1,Interno (INT),32
OPF109N29,101030030109,C042026,MASH,Cueca Boxer Performance Anti Suor Masculino,Base,0,1,1,2,0,32,12,2025-12-16,2026-03-13,2,1,1,Interno (INT),32
OPF109N31,101030170105,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,32,9,2025-12-16,2026-03-13,2,1,1,Interno (INT),32
OPF109N31,101030170106,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,32,14,2025-12-16,2026-03-13,2,1,1,Interno (INT),32
OPF109N31,101030170107,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,32,6,2025-12-16,2026-03-13,2,1,1,Interno (INT),32
OPF109N31,101030170108,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,32,10,2025-12-16,2026-03-13,2,1,1,Interno (INT),32
OPF109N31,101030170109,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,32,1,2025-12-16,2026-03-13,2,1,1,Interno (INT),32
OPF109N32,101030170205-s,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,53,11,2025-12-16,2026-03-13,2,1,1,Interno (INT),53
OPF109N32,101030170206-s,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,53,4,2025-12-16,2026-03-13,2,1,1,Interno (INT),53
OPF109N32,101030170208-s,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,53,5,2025-12-16,2026-03-13,2,1,1,Interno (INT),53
OPF109N33,101030170205-s,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,46,10,2025-12-16,2026-03-13,2,1,1,Interno (INT),46
OPF109N33,101030170206-s,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,46,15,2025-12-16,2026-03-13,2,1,1,Interno (INT),46
OPF109N33,101030170208-s,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,46,15,2025-12-16,2026-03-13,2,1,1,Interno (INT),46
OPF109N34,101030170406,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,39,1,2025-12-16,2026-03-13,2,1,1,Interno (INT),39
OPF109N34,101030170408,C042026,MASH,Cueca Boxer Performance Simples Masculino,Base,0,1,1,2,0,39,9,2025-12-16,2026-03-13,2,1,1,Interno (INT),39
OPF109N37,101030010406,C042026,MASH,Cueca Boxer Comfort Simples Masculino,Base,1,1,0,2,71,39,0,2026-03-13,2026-04-10,2,1,1,Interno (INT),110
OPF111N20,10913410119104,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,63,28,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),91
OPF111N20,10913410119105,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,63,28,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),91
OPF111N20,10913410119106,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,63,28,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),91
OPF111N20,10913410119107,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,63,28,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),91
OPF111N20,10913410119108,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,63,28,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),91
OPF111N22,1091341010104,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,70,49,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),119
OPF111N22,1091341010105,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,70,49,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),119
OPF111N22,1091341010106,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,70,49,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),119
OPF111N22,1091341010107,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,70,49,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),119
OPF111N22,1091341010108,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,70,49,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),119
OPF111N24,1091341010104,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,70,35,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),105
OPF111N24,1091341010105,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,70,35,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),105
OPF111N24,1091341010106,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,70,35,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),105
OPF111N24,1091341010107,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,70,35,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),105
OPF111N24,1091341010108,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Camiseta Polo Core Masculino,Base,1,1,0,2,70,35,0,2026-03-28,2026-04-03,2,1,1,Interno (INT),105
OPF111N25,10933010113806,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-Shirt Masculino,Base,0,0,2,2,0,0,244,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF111N25,10933010113807,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-Shirt Masculino,Base,0,0,2,2,0,0,144,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF111N26,10943310119104,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-Shirt Masculino,Base,0,0,2,2,0,0,116,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF111N26,10943310119105,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-Shirt Masculino,Base,0,0,2,2,0,0,336,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF111N26,10943310119106,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-Shirt Masculino,Base,0,0,2,2,0,0,114,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF111N26,10943310119107,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-Shirt Masculino,Base,0,0,2,2,0,0,108,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF111N27,10943310119303,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-shirt Masculino,Base,0,2,0,2,0,10,0,2026-03-19,2026-04-03,2,0,2,Externo (EXT),10
OPF111N27,10943310119304,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-shirt Masculino,Base,0,2,0,2,0,10,0,2026-03-19,2026-04-03,2,0,2,Externo (EXT),10
OPF111N27,10943310119305,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-shirt Masculino,Base,0,2,0,2,0,10,0,2026-03-19,2026-04-03,2,0,2,Externo (EXT),10
OPF111N27,10943310119306,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-shirt Masculino,Base,0,2,0,2,0,10,0,2026-03-19,2026-04-03,2,0,2,Externo (EXT),10
OPF111N27,10943310119307,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-shirt Masculino,Base,0,2,0,2,0,10,0,2026-03-19,2026-04-03,2,0,2,Externo (EXT),10
OPF111N27,10943310119319,C042026,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-shirt Masculino,Base,0,2,0,2,0,10,0,2026-03-19,2026-04-03,2,0,2,Externo (EXT),10
OPF116N24,1095491010104,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,0,2,0,2,0,12,0,2026-02-05,2026-04-02,2,0,2,Externo (EXT),12
OPF116N24,1095491010105,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,0,2,0,2,0,12,0,2026-02-05,2026-04-02,2,0,2,Externo (EXT),12
OPF116N24,1095491010106,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,0,2,0,2,0,12,0,2026-02-05,2026-04-02,2,0,2,Externo (EXT),12
OPF116N24,1095491010107,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,0,2,0,2,0,12,0,2026-02-05,2026-04-02,2,0,2,Externo (EXT),12
OPF116N24,1095491010108,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,0,2,0,2,0,12,0,2026-02-05,2026-04-02,2,0,2,Externo (EXT),12
OPF116N31,1095491010304,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,0,2,0,2,0,12,0,2026-02-05,2026-04-02,2,0,2,Externo (EXT),12
OPF116N31,1095491010305,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,0,2,0,2,0,12,0,2026-02-05,2026-04-02,2,0,2,Externo (EXT),12
OPF116N31,1095491010306,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,0,2,0,2,0,12,0,2026-02-05,2026-04-02,2,0,2,Externo (EXT),12
OPF116N31,1095491010307,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,0,2,0,2,0,12,0,2026-02-05,2026-04-02,2,0,2,Externo (EXT),12
OPF116N31,1095491010308,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,0,2,0,2,0,12,0,2026-02-05,2026-04-02,2,0,2,Externo (EXT),12
OPF116N32,1095491010304,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,1,1,0,2,14,14,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),28
OPF116N32,1095491010305,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,1,1,0,2,14,14,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),28
OPF116N32,1095491010306,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,1,1,0,2,14,14,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),28
OPF116N32,1095491010307,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,1,1,0,2,14,14,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),28
OPF116N32,1095491010308,C042026,Lunelli Nordeste,Daily Light T-shirt Masculino,Base,1,1,0,2,14,14,0,2026-04-11,2026-04-18,2,1,1,Interno (INT),28
OPF118N24,1091341012404,C042026,ABBA,Camiseta Polo Core Masculino,Base,1,1,0,2,21,18,0,2026-04-03,2026-04-18,2,1,1,Interno (INT),39
OPF118N24,1091341012405,C042026,ABBA,Camiseta Polo Core Masculino,Base,1,1,0,2,21,18,0,2026-04-03,2026-04-18,2,1,1,Interno (INT),39
OPF118N24,1091341012406,C042026,ABBA,Camiseta Polo Core Masculino,Base,1,1,0,2,21,18,0,2026-04-03,2026-04-18,2,1,1,Interno (INT),39
OPF118N24,1091341012407,C042026,ABBA,Camiseta Polo Core Masculino,Base,1,1,0,2,21,18,0,2026-04-03,2026-04-18,2,1,1,Interno (INT),39
OPF118N24,1091341012408,C042026,ABBA,Camiseta Polo Core Masculino,Base,1,1,0,2,21,18,0,2026-04-03,2026-04-18,2,1,1,Interno (INT),39
OPF118N29,10943310110104,C042026,ABBA,Core T-Shirt Masculino,Base,0,0,2,2,0,0,74,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF118N29,10943310110106,C042026,ABBA,Core T-Shirt Masculino,Base,0,0,2,2,0,0,308,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF118N29,10943310110107,C042026,ABBA,Core T-Shirt Masculino,Base,0,0,2,2,0,0,32,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF118N29,10943310110108,C042026,ABBA,Core T-Shirt Masculino,Base,0,0,2,2,0,0,70,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF118N31,1093301010105,C042026,ABBA,Core T-Shirt Masculino,Base,0,0,2,2,0,0,816,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF118N31,1093301010106,C042026,ABBA,Core T-Shirt Masculino,Base,0,0,2,2,0,0,474,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF118N31,1093301010107,C042026,ABBA,Core T-Shirt Masculino,Base,0,0,2,2,0,0,526,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF118N32,1093301010105,C042026,ABBA,Core T-Shirt Masculino,Base,0,0,2,2,0,0,230,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF118N32,1093301010106,C042026,ABBA,Core T-Shirt Masculino,Base,0,0,2,2,0,0,138,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF118N32,1093301010107,C042026,ABBA,Core T-Shirt Masculino,Base,0,0,2,2,0,0,148,2026-01-13,2026-01-16,2,2,0,Interno (INT),0
OPF118N33,1093301012403,C042026,ABBA,Core T-shirt Masculino,Base,0,2,0,2,0,10,0,2026-04-11,2026-04-14,2,0,2,Externo (EXT),10
