snapshot_week,cycle_name,cycle_type,vol_original,vol_int_date,vol_int_cancel,vol_int_grade,vol_int_any,vol_ext_cancel,vol_ext_date_rev,vol_ext_any,mes_alvo,kr1,kr1_pct,mes_alvo_str
2026-01-05,REPLAN0509,Extra,9000,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2026-01-05,REPLAN2708,Extra,14998,750,0,0,750,0,14248,14248,2025-12,0.9499933324443259,95.0,2025-12
2026-01-05,THE PERFECT TOP - VARIAÇÕES,Extra,64918,0,0,0,0,3538,45767,49305,2025-12,1.0,100.0,2025-12
2026-01-05,THE PERFECT TOP - VARIA�ÕES,Extra,61380,0,0,0,0,0,0,0,2026-01,1.0,100.0,2026-01
2026-01-05,UW FEMININA - NOVO DROP - Revisada,Extra,66346,0,0,0,0,8435,31513,39948,2025-12,1.0,100.0,2025-12
2026-01-05,Whateverproof / LifeProof,Extra,8642,0,0,0,0,7478,994,8472,2025-12,1.0,100.0,2025-12
2026-01-12,Alocação extra Adapt Fit,Extra,17600,250,0,0,250,0,6250,6250,2025-11,0.9857954545454546,98.6,2025-11
2026-01-12,BOLD 2 - Revisada,Extra,84506,53760,0,0,53760,23925,6821,30746,2026-01,0.3638321539298984,36.4,2026-01
2026-01-12,C012026-RT,Base,904,0,0,0,0,0,0,0,2026-01,1.0,100.0,2026-01
2026-01-12,C012026B,Base,394640,3266,0,7589,14935,98014,229311,327325,2026-01,0.9621553821204135,96.2,2026-01
2026-01-12,C022026,Base,361086,3265,0,5017,16329,49880,63494,108322,2026-02,0.9547780861069108,95.5,2026-02
2026-01-12,C032026,Base,299397,5044,0,8322,19759,1500,39320,40820,2026-03,0.9340040147362866,93.4,2026-03
2026-01-12,C042026,Base,356484,3119,0,637,16748,0,17058,17058,2026-04,0.953018929320811,95.3,2026-04
2026-01-12,C102026_RD,Base,657,0,0,0,0,0,0,0,2026-01,1.0,100.0,2026-01
2026-01-12,C112025,Base,709871,5849,0,2348,15080,83051,271842,352541,2025-11,0.9787567036827818,97.9,2025-11
2026-01-12,C122025,Base,536059,2258,0,7237,14141,101463,281523,381298,2025-12,0.973620441033543,97.4,2025-12
2026-01-12,C1_R_qualidade,Extra,1728,0,0,0,0,1728,0,1728,2026-01,1.0,100.0,2026-01
2026-01-12,C1_R_qualidade2,Extra,1728,0,0,0,0,0,0,0,2026-01,1.0,100.0,2026-01
2026-01-12,C2-Calcinhas_Red,Extra,7634,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-12,C2-Core-extra,Extra,6460,0,0,1681,3055,0,0,0,2026-02,0.5270897832817337,52.7,2026-02
2026-01-12,Café lab,Extra,16091,4347,0,0,4347,2503,2713,5216,2025-11,0.7298489839040457,73.0,2025-11
2026-01-12,ECS0326,Extra,4600,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-12,EPA0212,Extra,4108,0,0,0,0,0,1465,1465,2026-01,1.0,100.0,2026-01
2026-01-12,EPA0309,Extra,7860,0,0,0,0,2000,3806,5806,2025-12,1.0,100.0,2025-12
2026-01-12,EPA0512,Extra,168234,0,0,0,0,42499,0,42499,2026-03,1.0,100.0,2026-03
2026-01-12,EPA0601,Extra,222,0,0,0,0,0,0,0,2026-01,1.0,100.0,2026-01
2026-01-12,EPA0711,Extra,37397,12496,0,353,14908,0,12502,12502,2026-01,0.6013583977324384,60.1,2026-01
2026-01-12,EPA0812,Extra,7902,652,0,0,652,0,2100,2100,2026-01,0.9174892432295622,91.7,2026-01
2026-01-12,EPA08TPT,Extra,29998,0,0,0,0,0,5999,5999,2025-11,1.0,100.0,2025-11
2026-01-12,EPA0901,Extra,14641,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-12,EPA1011,Extra,16747,0,0,0,0,752,4206,4958,2026-02,1.0,100.0,2026-02
2026-01-12,EPA1111,Extra,3476,0,0,452,766,0,0,0,2025-12,0.7796317606444189,78.0,2025-12
2026-01-12,EPA1112,Extra,6138,0,0,0,0,0,2567,2567,2026-02,1.0,100.0,2026-02
2026-01-12,EPA1209,Extra,2368,0,0,0,0,0,0,0,2025-12,1.0,100.0,2025-12
2026-01-12,EPA1211,Extra,283,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-12,EPA1212,Extra,4056,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-12,EPA1308,Extra,628,0,0,0,0,0,628,628,2025-11,1.0,100.0,2025-11
2026-01-12,EPA1311,Extra,400,0,0,0,0,400,400,400,2026-01,1.0,100.0,2026-01
2026-01-12,EPA1411,Extra,3460,0,0,0,0,0,3460,3460,2025-12,1.0,100.0,2025-12
2026-01-12,EPA1510,Extra,17749,0,0,0,0,0,4927,4927,2026-01,1.0,100.0,2026-01
2026-01-12,EPA1609,Extra,12599,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2026-01-12,EPA1711,Extra,335,0,0,0,0,0,335,335,2025-12,1.0,100.0,2025-12
2026-01-12,EPA1712,Extra,12498,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-12,EPA1811,Extra,12056,0,0,0,0,0,1649,1649,2026-02,1.0,100.0,2026-02
2026-01-12,EPA1908,Extra,1092,0,0,0,0,0,1092,1092,2025-12,1.0,100.0,2025-12
2026-01-12,EPA1912,Extra,2604,0,0,0,0,301,0,301,2026-02,1.0,100.0,2026-02
2026-01-12,EPA2010,Extra,437,0,0,0,0,0,437,437,2026-01,1.0,100.0,2026-01
2026-01-12,EPA2111,Extra,12112,0,0,0,0,0,7612,7612,2026-01,1.0,100.0,2026-01
2026-01-12,EPA2411,Extra,11499,0,0,849,3300,0,7500,7500,2025-12,0.7130185233498565,71.3,2025-12
2026-01-12,EPA2511,Extra,7999,0,0,2173,4999,0,3000,3000,2026-03,0.3750468808601075,37.5,2026-03
2026-01-12,EPA2609,Extra,12604,0,0,0,0,0,12604,12604,2025-11,1.0,100.0,2025-11
2026-01-12,EPA2706,Extra,75678,0,0,0,0,64608,3152,67760,2025-11,1.0,100.0,2025-11
2026-01-12,EPA2710,Extra,9,0,0,0,0,0,9,9,2025-11,1.0,100.0,2025-11
2026-01-12,EPA2808,Extra,17799,0,0,0,0,12800,4999,17799,2025-11,1.0,100.0,2025-11
2026-01-12,EPA2908,Extra,2746,0,0,0,0,0,1999,1999,2025-11,1.0,100.0,2025-11
2026-01-12,EPA2909,Extra,15900,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2026-01-12,EPA3005,Extra,13603,0,0,0,0,0,0,0,2025-12,1.0,100.0,2025-12
2026-01-12,FUTURE FORM 2,Extra,17961,0,0,0,0,3504,11306,14810,2025-11,1.0,100.0,2025-11
2026-01-12,GRAFENO,Extra,4408,0,0,0,0,0,4408,4408,2026-01,1.0,100.0,2026-01
2026-01-12,LAN0112,Extra,2015,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-12,LAN0209,Extra,3199,0,0,0,0,0,1599,1599,2026-01,1.0,100.0,2026-01
2026-01-12,LAN0210,Extra,24583,0,0,0,0,449,11213,11662,2025-11,1.0,100.0,2025-11
2026-01-12,LAN0310,Extra,3778,0,0,0,0,0,3446,3446,2025-12,1.0,100.0,2025-12
2026-01-12,LAN0710,Extra,4995,0,0,0,0,4995,0,4995,2025-12,1.0,100.0,2025-12
2026-01-12,LAN0801,Extra,3906,60,0,0,60,200,0,200,2026-07,0.9846390168970814,98.5,2026-07
2026-01-12,LAN1010,Extra,7153,4654,0,0,4654,0,2499,2499,2025-12,0.34936390325737454,34.9,2025-12
2026-01-12,LAN1509,Extra,73561,0,0,0,0,0,30612,30612,2025-11,1.0,100.0,2025-11
2026-01-12,LAN1612,Extra,7797,0,0,0,0,499,0,499,2026-04,1.0,100.0,2026-04
2026-01-12,LAN1812,Extra,8000,0,0,0,0,8000,0,8000,2026-04,1.0,100.0,2026-04
2026-01-12,LAN1908,Extra,2400,0,0,0,0,0,1200,1200,2025-12,1.0,100.0,2025-12
2026-01-12,LAN2209,Extra,5061,0,0,0,0,0,5061,5061,2026-02,1.0,100.0,2026-02
2026-01-12,LAN2410,Extra,57937,0,0,0,0,4272,13218,17490,2026-03,1.0,100.0,2026-03
2026-01-12,LAN2509,Extra,10210,0,0,0,0,800,1200,1600,2026-03,1.0,100.0,2026-03
2026-01-12,LAN2609,Extra,1200,0,0,0,0,0,0,0,2025-12,1.0,100.0,2025-12
2026-01-12,LANFUTUREFORM2,Extra,7552,7202,0,400,7202,350,0,350,2025-11,0.04634533898305082,4.6,2025-11
2026-01-12,NEXTECH,Extra,40014,0,0,0,0,25405,4334,29739,2025-11,1.0,100.0,2025-11
2026-01-12,NP Casacos,Extra,3322,0,0,0,0,3322,0,3322,2025-11,1.0,100.0,2025-11
2026-01-12,REPLAN0509,Extra,9000,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2026-01-12,REPLAN2708,Extra,14998,750,0,0,750,0,14248,14248,2025-12,0.9499933324443259,95.0,2025-12
2026-01-12,THE PERFECT TOP - VARIAÇÕES,Extra,64918,0,0,0,0,3538,48320,51858,2025-12,1.0,100.0,2025-12
2026-01-12,THE PERFECT TOP - VARIA�ÕES,Extra,61380,0,0,0,0,0,0,0,2026-01,1.0,100.0,2026-01
2026-01-12,UW FEMININA - NOVO DROP - Revisada,Extra,66346,0,0,0,0,8435,31513,39948,2025-12,1.0,100.0,2025-12
2026-01-12,Whateverproof / LifeProof,Extra,8642,0,0,0,0,7478,994,8472,2025-12,1.0,100.0,2025-12
2026-01-19,Alocação extra Adapt Fit,Extra,17600,250,0,0,250,0,6250,6250,2025-11,0.9857954545454546,98.6,2025-11
2026-01-19,BOLD 2 - Revisada,Extra,84506,53760,0,0,53760,23925,6821,30746,2026-01,0.3638321539298984,36.4,2026-01
2026-01-19,C012026-RT,Base,904,0,0,0,0,0,904,904,2026-01,1.0,100.0,2026-01
2026-01-19,C012026B,Base,394640,10505,0,6649,20174,106782,239018,337545,2026-01,0.948879991891344,94.9,2026-01
2026-01-19,C022026,Base,361086,7171,0,4652,22282,51883,148112,192940,2026-02,0.9382917089003727,93.8,2026-02
2026-01-19,C032026,Base,299397,19712,0,7522,33123,2950,50247,53197,2026-03,0.8893676289341577,88.9,2026-03
2026-01-19,C042026,Base,356484,3119,0,637,16748,10400,33364,43764,2026-04,0.953018929320811,95.3,2026-04
2026-01-19,C052026,Base,282514,0,0,0,0,2730,0,2730,2026-05,1.0,100.0,2026-05
2026-01-19,C102026_RD,Base,657,0,0,0,0,0,0,0,2026-01,1.0,100.0,2026-01
2026-01-19,C112025,Base,709871,15560,0,2630,26299,110533,272091,380272,2025-11,0.9629524237502307,96.3,2025-11
2026-01-19,C122025,Base,536059,3346,0,8241,16359,104566,296063,395838,2025-12,0.9694828367772951,96.9,2025-12
2026-01-19,C1_R_qualidade,Extra,1728,0,0,0,0,1728,0,1728,2026-01,1.0,100.0,2026-01
2026-01-19,C1_R_qualidade2,Extra,1728,0,0,0,0,0,0,0,2026-01,1.0,100.0,2026-01
2026-01-19,C2-Calcinhas_Red,Extra,7634,0,0,0,0,0,2700,2700,2026-02,1.0,100.0,2026-02
2026-01-19,C2-Core-extra,Extra,6460,0,0,1681,3055,0,0,0,2026-02,0.5270897832817337,52.7,2026-02
2026-01-19,Café lab,Extra,16091,4347,0,0,4347,2503,2713,5216,2025-11,0.7298489839040457,73.0,2025-11
2026-01-19,ECS0326,Extra,4600,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-19,EPA0212,Extra,4108,0,0,0,0,0,1465,1465,2026-01,1.0,100.0,2026-01
2026-01-19,EPA0309,Extra,7860,0,0,0,0,2000,3806,5806,2025-12,1.0,100.0,2025-12
2026-01-19,EPA0512,Extra,168234,0,0,0,0,42499,13000,55499,2026-03,1.0,100.0,2026-03
2026-01-19,EPA0601,Extra,222,0,0,0,0,0,222,222,2026-01,1.0,100.0,2026-01
2026-01-19,EPA0711,Extra,37397,12496,0,353,14908,0,14914,14914,2026-01,0.6013583977324384,60.1,2026-01
2026-01-19,EPA0812,Extra,7902,0,0,0,0,0,3666,3666,2026-01,1.0,100.0,2026-01
2026-01-19,EPA08TPT,Extra,29998,0,0,0,0,0,5999,5999,2025-11,1.0,100.0,2025-11
2026-01-19,EPA0901,Extra,14641,0,0,0,0,0,3704,3704,2026-03,1.0,100.0,2026-03
2026-01-19,EPA1011,Extra,16747,0,0,0,0,752,6533,7285,2026-02,1.0,100.0,2026-02
2026-01-19,EPA1111,Extra,3476,0,0,452,766,0,0,0,2025-12,0.7796317606444189,78.0,2025-12
2026-01-19,EPA1112,Extra,6138,0,0,0,0,3150,2567,5717,2026-02,1.0,100.0,2026-02
2026-01-19,EPA1209,Extra,2368,0,0,0,0,0,0,0,2025-12,1.0,100.0,2025-12
2026-01-19,EPA1211,Extra,283,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-19,EPA1212,Extra,4056,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-19,EPA1308,Extra,628,0,0,0,0,0,628,628,2025-11,1.0,100.0,2025-11
2026-01-19,EPA1311,Extra,400,0,0,0,0,400,400,400,2026-01,1.0,100.0,2026-01
2026-01-19,EPA1411,Extra,3460,0,0,0,0,0,3460,3460,2025-12,1.0,100.0,2025-12
2026-01-19,EPA1510,Extra,17749,0,0,0,0,0,4927,4927,2026-01,1.0,100.0,2026-01
2026-01-19,EPA1601,Extra,5520,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-19,EPA1601_2,Extra,37001,12000,0,2600,12000,0,0,0,2026-04,0.6756844409610552,67.6,2026-04
2026-01-19,EPA1609,Extra,12599,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2026-01-19,EPA1711,Extra,335,0,0,0,0,0,335,335,2025-12,1.0,100.0,2025-12
2026-01-19,EPA1712,Extra,12498,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-19,EPA1811,Extra,12056,2262,0,0,2262,0,2680,2680,2026-02,0.8123755806237558,81.2,2026-02
2026-01-19,EPA1908,Extra,1092,0,0,0,0,0,1092,1092,2025-12,1.0,100.0,2025-12
2026-01-19,EPA1912,Extra,2604,0,0,0,0,301,0,301,2026-02,1.0,100.0,2026-02
2026-01-19,EPA2010,Extra,437,0,0,0,0,0,437,437,2026-01,1.0,100.0,2026-01
2026-01-19,EPA2101,Extra,12450,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-19,EPA2111,Extra,12112,639,0,0,639,0,9973,9973,2026-01,0.9472424042272127,94.7,2026-01
2026-01-19,EPA2201,Extra,2299,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-19,EPA2201_01,Extra,2800,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-19,EPA2301,Extra,5332,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-19,EPA2411,Extra,11499,0,0,440,1800,0,7500,7500,2025-12,0.8434646490999217,84.3,2025-12
2026-01-19,EPA2511,Extra,7999,0,0,2173,4999,0,3000,3000,2026-03,0.3750468808601075,37.5,2026-03
2026-01-19,EPA2609,Extra,12604,0,0,0,0,0,12604,12604,2025-11,1.0,100.0,2025-11
2026-01-19,EPA2706,Extra,75678,0,0,0,0,64608,5153,69761,2025-11,1.0,100.0,2025-11
2026-01-19,EPA2710,Extra,9,0,0,0,0,0,9,9,2025-11,1.0,100.0,2025-11
2026-01-19,EPA2808,Extra,17799,0,0,0,0,12800,4999,17799,2025-11,1.0,100.0,2025-11
2026-01-19,EPA2908,Extra,2746,0,0,0,0,0,1999,1999,2025-11,1.0,100.0,2025-11
2026-01-19,EPA2909,Extra,15900,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2026-01-19,EPA3005,Extra,13603,3700,0,0,3700,0,0,0,2025-12,0.7280011762111299,72.8,2025-12
2026-01-19,FUTURE FORM 2,Extra,17961,0,0,0,0,3504,11306,14810,2025-11,1.0,100.0,2025-11
2026-01-19,GRAFENO,Extra,4408,0,0,0,0,0,4408,4408,2026-01,1.0,100.0,2026-01
2026-01-19,LAN0112,Extra,2015,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-19,LAN0209,Extra,3199,1600,0,0,1600,0,1599,1599,2026-01,0.4998437011566115,50.0,2026-01
2026-01-19,LAN0210,Extra,24583,0,0,0,0,449,12381,12830,2025-11,1.0,100.0,2025-11
2026-01-19,LAN0310,Extra,3778,0,0,0,0,0,3446,3446,2025-12,1.0,100.0,2025-12
2026-01-19,LAN0710,Extra,4995,0,0,0,0,4995,0,4995,2025-12,1.0,100.0,2025-12
2026-01-19,LAN0801,Extra,3906,60,0,0,60,783,0,783,2026-07,0.9846390168970814,98.5,2026-07
2026-01-19,LAN1010,Extra,7153,4654,0,0,4654,0,2499,2499,2025-12,0.34936390325737454,34.9,2025-12
2026-01-19,LAN1509,Extra,73561,0,0,0,0,0,30612,30612,2025-11,1.0,100.0,2025-11
2026-01-19,LAN1612,Extra,7797,0,0,0,0,499,0,499,2026-04,1.0,100.0,2026-04
2026-01-19,LAN1812,Extra,8000,0,0,0,0,8000,0,8000,2026-04,1.0,100.0,2026-04
2026-01-19,LAN1908,Extra,2400,0,0,0,0,0,1200,1200,2025-12,1.0,100.0,2025-12
2026-01-19,LAN2209,Extra,5061,0,0,0,0,0,5061,5061,2026-02,1.0,100.0,2026-02
2026-01-19,LAN2410,Extra,57937,0,0,0,0,10494,15422,25916,2026-03,1.0,100.0,2026-03
2026-01-19,LAN2509,Extra,10210,0,0,0,0,2708,3202,5510,2026-03,1.0,100.0,2026-03
2026-01-19,LAN2609,Extra,1200,0,0,0,0,0,0,0,2025-12,1.0,100.0,2025-12
2026-01-19,LANFUTUREFORM2,Extra,7552,7202,0,400,7202,1250,0,1250,2025-11,0.04634533898305082,4.6,2025-11
2026-01-19,NEXTECH,Extra,40014,0,0,0,0,25405,4334,29739,2025-11,1.0,100.0,2025-11
2026-01-19,NP Casacos,Extra,3322,0,0,0,0,3322,0,3322,2025-11,1.0,100.0,2025-11
2026-01-19,R.INSEASON-C04,Extra,2174,0,0,0,0,0,0,0,2026-04,1.0,100.0,2026-04
2026-01-19,REPLAN0509,Extra,9000,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2026-01-19,REPLAN2708,Extra,14998,0,0,0,0,0,14998,14998,2025-12,1.0,100.0,2025-12
2026-01-19,THE PERFECT TOP - VARIAÇÕES,Extra,64918,12192,0,0,12192,25558,36128,42885,2025-12,0.8121938445423458,81.2,2025-12
2026-01-19,THE PERFECT TOP - VARIA�ÕES,Extra,61380,12192,0,0,12192,22020,0,22020,2026-01,0.8013685239491691,80.1,2026-01
2026-01-19,UW FEMININA - NOVO DROP - Revisada,Extra,66346,5517,0,0,5517,39422,28103,53728,2025-12,0.916845024568173,91.7,2025-12
2026-01-19,Whateverproof / LifeProof,Extra,8642,0,0,0,0,7478,994,8472,2025-12,1.0,100.0,2025-12
2026-01-26,Alocação extra Adapt Fit,Extra,17600,250,0,0,250,0,6250,6250,2025-11,0.9857954545454546,98.6,2025-11
2026-01-26,BOLD 2 - Revisada,Extra,84506,53760,0,0,53760,23925,6821,30746,2026-01,0.3638321539298984,36.4,2026-01
2026-01-26,C012026-RT,Base,904,0,0,0,0,0,0,0,2026-01,1.0,100.0,2026-01
2026-01-26,C012026B,Base,394640,10505,0,7058,21240,106269,237665,335679,2026-01,0.9461787958645854,94.6,2026-01
2026-01-26,C022026,Base,361086,12930,0,3251,26220,51883,156713,201541,2026-02,0.9273857197454346,92.7,2026-02
2026-01-26,C032026,Base,299397,20815,0,8342,37265,2950,48977,51927,2026-03,0.8755331549748328,87.6,2026-03
2026-01-26,C042026,Base,356484,3119,0,744,16960,19396,46932,66328,2026-04,0.9524242322236061,95.2,2026-04
2026-01-26,C052026,Base,282514,0,0,67,73,4980,0,4980,2026-05,0.9997416057257339,100.0,2026-05
2026-01-26,C102026_RD,Base,657,0,0,0,0,0,0,0,2026-01,1.0,100.0,2026-01
2026-01-26,C112025,Base,709871,15560,0,2630,26299,109663,272091,379402,2025-11,0.9629524237502307,96.3,2025-11
2026-01-26,C122025,Base,536059,5845,0,8241,18858,104566,296063,395838,2025-12,0.9648210364903863,96.5,2025-12
2026-01-26,C1_R_qualidade,Extra,1728,0,0,0,0,1728,0,1728,2026-01,1.0,100.0,2026-01
2026-01-26,C1_R_qualidade2,Extra,1728,0,0,0,0,0,0,0,2026-01,1.0,100.0,2026-01
2026-01-26,C2-Calcinhas_Red,Extra,7634,2700,0,0,2700,0,3257,3257,2026-02,0.6463190987686664,64.6,2026-02
2026-01-26,C2-Core-extra,Extra,6460,0,0,1681,3055,0,0,0,2026-02,0.5270897832817337,52.7,2026-02
2026-01-26,Café lab,Extra,16091,4347,0,0,4347,2503,2713,5216,2025-11,0.7298489839040457,73.0,2025-11
2026-01-26,ECS0326,Extra,4600,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-26,EPA0212,Extra,4108,0,0,0,0,0,1465,1465,2026-01,1.0,100.0,2026-01
2026-01-26,EPA0309,Extra,7860,0,0,0,0,2000,3806,5806,2025-12,1.0,100.0,2025-12
2026-01-26,EPA0512,Extra,168234,1901,0,0,1901,42499,17026,59525,2026-03,0.9887002627292937,98.9,2026-03
2026-01-26,EPA0601,Extra,222,0,0,0,0,0,222,222,2026-01,1.0,100.0,2026-01
2026-01-26,EPA0711,Extra,37397,12496,0,353,14908,0,14914,14914,2026-01,0.6013583977324384,60.1,2026-01
2026-01-26,EPA0812,Extra,7902,0,0,0,0,926,3198,4124,2026-01,1.0,100.0,2026-01
2026-01-26,EPA08TPT,Extra,29998,0,0,0,0,0,5999,5999,2025-11,1.0,100.0,2025-11
2026-01-26,EPA0901,Extra,14641,0,0,0,0,0,3704,3704,2026-03,1.0,100.0,2026-03
2026-01-26,EPA1011,Extra,16747,0,0,0,0,752,9790,10542,2026-02,1.0,100.0,2026-02
2026-01-26,EPA1111,Extra,3476,0,0,452,766,0,0,0,2025-12,0.7796317606444189,78.0,2025-12
2026-01-26,EPA1112,Extra,6138,0,0,0,0,3150,2567,5717,2026-02,1.0,100.0,2026-02
2026-01-26,EPA1209,Extra,2368,0,0,0,0,0,0,0,2025-12,1.0,100.0,2025-12
2026-01-26,EPA1211,Extra,283,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-26,EPA1212,Extra,4056,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-26,EPA1308,Extra,628,0,0,0,0,0,628,628,2025-11,1.0,100.0,2025-11
2026-01-26,EPA1311,Extra,400,0,0,0,0,400,400,400,2026-01,1.0,100.0,2026-01
2026-01-26,EPA1411,Extra,3460,0,0,0,0,0,3460,3460,2025-12,1.0,100.0,2025-12
2026-01-26,EPA1510,Extra,17749,0,0,0,0,0,4927,4927,2026-01,1.0,100.0,2026-01
2026-01-26,EPA1601,Extra,5520,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-26,EPA1601_2,Extra,37001,12000,0,5024,17000,0,0,0,2026-04,0.5405529580281614,54.1,2026-04
2026-01-26,EPA1609,Extra,12599,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2026-01-26,EPA1711,Extra,335,0,0,0,0,0,335,335,2025-12,1.0,100.0,2025-12
2026-01-26,EPA1712,Extra,12498,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-26,EPA1811,Extra,12056,2262,0,0,2262,0,3711,3711,2026-02,0.8123755806237558,81.2,2026-02
2026-01-26,EPA1908,Extra,1092,0,0,0,0,0,1092,1092,2025-12,1.0,100.0,2025-12
2026-01-26,EPA1912,Extra,2604,0,0,0,0,301,0,301,2026-02,1.0,100.0,2026-02
2026-01-26,EPA2010,Extra,437,0,0,0,0,0,437,437,2026-01,1.0,100.0,2026-01
2026-01-26,EPA2101,Extra,12450,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-26,EPA2111,Extra,12112,639,0,0,639,0,9973,9973,2026-01,0.9472424042272127,94.7,2026-01
2026-01-26,EPA2201,Extra,2299,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-26,EPA2201_01,Extra,2800,0,0,0,0,0,2800,2800,2026-03,1.0,100.0,2026-03
2026-01-26,EPA2301,Extra,5332,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-26,EPA2301_01,Extra,5449,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-26,EPA2411,Extra,11499,0,0,440,1800,0,7500,7500,2025-12,0.8434646490999217,84.3,2025-12
2026-01-26,EPA2511,Extra,7999,0,0,2173,4999,0,3000,3000,2026-03,0.3750468808601075,37.5,2026-03
2026-01-26,EPA2609,Extra,12604,0,0,0,0,0,12604,12604,2025-11,1.0,100.0,2025-11
2026-01-26,EPA2701,Extra,1970,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-26,EPA2706,Extra,75678,0,0,0,0,64608,5153,69761,2025-11,1.0,100.0,2025-11
2026-01-26,EPA2710,Extra,9,0,0,0,0,0,9,9,2025-11,1.0,100.0,2025-11
2026-01-26,EPA2801,Extra,1250,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-26,EPA2808,Extra,17799,0,0,0,0,12800,4999,17799,2025-11,1.0,100.0,2025-11
2026-01-26,EPA2908,Extra,2746,0,0,0,0,0,1999,1999,2025-11,1.0,100.0,2025-11
2026-01-26,EPA2909,Extra,15900,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2026-01-26,EPA3001,Extra,1498,0,0,0,0,0,0,0,2026-04,1.0,100.0,2026-04
2026-01-26,EPA3001_01,Extra,1500,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-26,EPA3005,Extra,13603,3700,0,0,3700,0,0,0,2025-12,0.7280011762111299,72.8,2025-12
2026-01-26,EPAB2B,Extra,19,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2026-01-26,FUTURE FORM 2,Extra,17961,0,0,0,0,3504,11306,14810,2025-11,1.0,100.0,2025-11
2026-01-26,GRAFENO,Extra,4408,0,0,0,0,0,4408,4408,2026-01,1.0,100.0,2026-01
2026-01-26,INS2301,Extra,3410,3410,0,0,3410,0,0,0,2026-04,0.0,0.0,2026-04
2026-01-26,INS3001,Extra,2460,0,0,0,0,0,0,0,2026-04,1.0,100.0,2026-04
2026-01-26,LAN0112,Extra,2015,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2026-01-26,LAN0209,Extra,3199,1600,0,0,1600,0,1599,1599,2026-01,0.4998437011566115,50.0,2026-01
2026-01-26,LAN0210,Extra,24583,0,0,0,0,449,12381,12830,2025-11,1.0,100.0,2025-11
2026-01-26,LAN0310,Extra,3778,0,0,0,0,416,3446,3446,2025-12,1.0,100.0,2025-12
2026-01-26,LAN0710,Extra,4995,0,0,0,0,4995,0,4995,2025-12,1.0,100.0,2025-12
2026-01-26,LAN0801,Extra,3906,60,0,0,60,783,0,783,2026-07,0.9846390168970814,98.5,2026-07
2026-01-26,LAN1010,Extra,7153,4654,0,0,4654,0,2499,2499,2025-12,0.34936390325737454,34.9,2025-12
2026-01-26,LAN1509,Extra,73561,0,0,0,0,0,30612,30612,2025-11,1.0,100.0,2025-11
2026-01-26,LAN1612,Extra,7797,0,0,0,0,499,0,499,2026-04,1.0,100.0,2026-04
2026-01-26,LAN1812,Extra,8000,0,0,0,0,8000,0,8000,2026-04,1.0,100.0,2026-04
