snapshot_week,cycle_name,cycle_type,supplier_name,product_name,vol_original,vol_int_date,vol_int_cancel,vol_int_grade,vol_int_any,vol_ext_cancel,vol_ext_date_rev,vol_ext_any,mes_alvo,kr1,kr1_pct,mes_alvo_str
2025-11-24,C022026,Base,BAE BRASIL,Spectrum Socks Mid 2.0,5816,0,0,0,0,0,2908,2908,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,BAE BRASIL,Tech T-shirt Gola U Masculino,29348,0,0,0,0,4130,0,4130,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,BAE BRASIL,Tech T-shirt Heavy Masculino,3546,0,0,0,0,2815,0,2815,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,BAE BRASIL,Tech T-shirt High Neck Long Sleeve Feminino,3569,0,0,652,3569,0,0,0,2026-02,0.0,0.0,2026-02
2025-11-24,C022026,Base,BAE BRASIL,The Perfect Top Feminino,49173,0,0,208,866,0,0,0,2026-02,0.9823887092510117,98.2,2026-02
2025-11-24,C022026,Base,BY COTTON,Tech T-shirt Gola U Masculino,40327,0,0,0,0,3229,0,3229,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,BY COTTON,Tech T-shirt Gola V Masculino,3152,0,0,0,0,2102,0,2102,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,DALOP,Easy Legging Feminino,1539,0,0,0,0,1539,0,1539,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,DALOP,Regata Intech Feminino,2509,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,DALOP,Regata Intech Masculino,3526,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,DDAL,Wingsuit Feminino,10253,0,0,96,1919,0,0,0,2026-02,0.812835267726519,81.3,2026-02
2025-11-24,C022026,Base,FABIO,Core T-Shirt Masculino,5214,0,0,24,1475,0,0,0,2026-02,0.7171077867280399,71.7,2026-02
2025-11-24,C022026,Base,GOAT,Techsture Vest Feminino,383,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-Shirt Masculino,6436,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,INDÚSTRIA TEXTIL BETILHA LTDA,Shorts Kyoto Feminino,2334,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,INTERTEXTIL,Calcinha Minimal Feminino,1000,0,0,0,0,0,1000,1000,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,INTERTEXTIL,Calcinha Safe Feminino,1000,0,0,0,0,0,1000,1000,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,INTERTEXTIL,Calcinha String Feminino,2000,0,0,0,0,0,2000,2000,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,LATINA,Structure Tank Feminino,1015,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,LUTESTIL,Cueca Boxer Comfort Simples Masculino,12398,0,0,0,0,12398,0,12398,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,MALHAS D'STEFANO,Spectrum Socks High 2.0,15970,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,MALHAS D'STEFANO,Spectrum Socks Low 2.0,18438,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,MALHAS D'STEFANO,Spectrum Socks Mid 2.0,16836,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,MAURA,Calça FutureForm Masculino,8765,0,0,281,416,0,0,0,2026-02,0.9525385054192812,95.3,2026-02
2025-11-24,C022026,Base,MAURA,Saia Midi Kyoto Feminino,540,0,0,83,540,0,540,540,2026-02,0.0,0.0,2026-02
2025-11-24,C022026,Base,MC & MC,Camisa FutureForm Feminino,1029,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,MC & MC,Camisa FutureForm Masculino,1249,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,NATURAL COMPANY CONFECCOES LTDA,Camiseta Polo Core Masculino,1503,0,0,56,1002,0,0,0,2026-02,0.33333333333333337,33.3,2026-02
2025-11-24,C022026,Base,NOVA FORMULA,Camiseta Henley Core Masculino,2042,2042,0,313,2042,0,0,0,2026-02,0.0,0.0,2026-02
2025-11-24,C022026,Base,PIXIE,Maxi Saia NYIN Feminino,5781,0,0,30,1471,0,0,0,2026-02,0.7455457533298737,74.6,2026-02
2025-11-24,C022026,Base,RDM,Calcinha Safe Feminino,3600,0,0,0,0,1200,0,1200,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,RDM,The Perfect Top Feminino,5000,0,0,0,0,0,0,0,2026-02,1.0,100.0,2026-02
2025-11-24,C022026,Base,RIZLLEP,Daily T-shirt Masculino,4567,0,0,1334,2285,0,0,0,2026-02,0.49967155682067,50.0,2026-02
2025-11-24,C032026,Base,ABBA,Camiseta Henley Core Masculino,1500,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ABBA,Camiseta Polo Core Masculino,5500,0,0,1772,2275,0,0,0,2026-03,0.5863636363636364,58.6,2026-03
2025-11-24,C032026,Base,ABBA,Core T-Shirt Masculino,2500,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ART LIVRE,Daily T-shirt Feminino,1500,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ART LIVRE,Daily T-shirt Masculino,22712,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ART LIVRE,Tech T-shirt Gola U Feminino,6145,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ART LIVRE,Tech T-shirt Gola V Feminino,4000,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ART LIVRE,Tech T-shirt Gola V Masculino,5671,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ART LIVRE,Tech T-shirt Heavy Masculino,500,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ART LIVRE,Tech T-shirt Heavy Slim Masculino,2000,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ART LIVRE,Tech T-shirt Long Sleeve Feminino,3000,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ART LIVRE,Tech T-shirt Long Sleeve Masculino,2012,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ARTIGO X,Boné Outdoors,1314,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,ARTIGO X,Boné Sixx,2209,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,BAE BRASIL,Cueca Boxer Comfort Anti Suor Masculino,8855,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,BAE BRASIL,Cueca Boxer Comfort Simples Masculino,12129,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,BAE BRASIL,Cueca Boxer Performance Anti Suor Masculino,5582,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,BAE BRASIL,Cueca Boxer Performance Simples Masculino,2000,0,0,684,894,0,0,0,2026-03,0.5529999999999999,55.3,2026-03
2025-11-24,C032026,Base,BAE BRASIL,NoHo Socks,2000,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,BAE BRASIL,Skin Cropped Feminino,1000,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,BAE BRASIL,Skin Cropped Long Sleeve Feminino,1000,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,BAE BRASIL,SneakIN Socks,3000,0,0,0,0,0,1000,1000,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,BAE BRASIL,Tech T-shirt Gola U Masculino,3000,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,BAE BRASIL,Tech T-shirt High Neck Long Sleeve Feminino,3653,0,0,672,984,0,0,0,2026-03,0.7306323569668766,73.1,2026-03
2025-11-24,C032026,Base,BAE BRASIL,The Perfect Top Feminino,49508,0,0,592,1308,0,0,0,2026-03,0.9735800274703078,97.4,2026-03
2025-11-24,C032026,Base,BY COTTON,Tech T-shirt Gola U Masculino,44761,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,DALOP,Regata Intech Masculino,1692,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,DDAL,Daily T-shirt Masculino,3100,0,0,313,700,0,0,0,2026-03,0.7741935483870968,77.4,2026-03
2025-11-24,C032026,Base,DDAL,Tech T-shirt Gola U Masculino,10021,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,DDAL,Wingsuit Feminino,1916,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,GOAT,Wingsuit Feminino,2694,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,"Ges Confecção, Comercio e Serviços  de Serigrafia LTDA",Core T-Shirt Masculino,5643,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,INDÚSTRIA TEXTIL BETILHA LTDA,Shorts Kyoto Feminino,500,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,KABRIOLLI,Calça FutureForm Feminino,750,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,MALHAS D'STEFANO,Spectrum Socks High 2.0,11510,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,MALHAS D'STEFANO,Spectrum Socks Low 2.0,6905,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,MALHAS D'STEFANO,Spectrum Socks Mid 2.0,12526,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,MAURA,Calça FutureForm Masculino,5040,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,MAURA,Saia Midi Kyoto Feminino,1248,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,MC & MC,Camisa FutureForm Feminino,1000,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,MC & MC,Camisa FutureForm Masculino,1200,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,PIXIE,Maxi Saia NYIN Feminino,4431,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,RDM,Calcinha Minimal Feminino,4670,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,RDM,The Perfect Top Feminino,5000,0,0,0,0,0,0,0,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,RIZLLEP,Daily T-shirt Masculino,20000,0,0,0,0,0,20000,20000,2026-03,1.0,100.0,2026-03
2025-11-24,C032026,Base,RIZLLEP,Tech T-shirt Gola U Feminino,2500,0,0,0,0,0,2500,2500,2026-03,1.0,100.0,2026-03
2025-11-24,C112025,Base,ART LIVRE,Daily T-shirt Masculino,10000,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,ARTIGO X,Boné Outdoors,1722,0,0,0,0,0,756,756,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,ARTIGO X,Boné Sixx,2070,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,AZZURRA,Future Shorts 200 Masculino,5160,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,AZZURRA,Hybrid Jogger Masculino,2322,0,0,0,0,0,1722,1722,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,AZZURRA,Shorts Esportivo Endorphine Masculino,600,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Cueca Boxer Comfort Anti Suor Masculino,10599,0,0,0,0,0,8199,8199,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Cueca Boxer Comfort Simples Masculino,19760,0,0,0,0,0,8099,8099,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Cueca Boxer Performance Anti Suor Masculino,8800,0,0,731,1775,0,8800,8800,2025-11,0.7982954545454546,79.8,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Cueca Boxer Performance Simples Masculino,15201,0,0,648,3290,0,11400,11400,2025-11,0.7835668706006184,78.4,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Cueca Slip Comfort Simples Masculino,5799,0,0,0,0,0,2200,2200,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,High Neck Tank Feminino,8814,0,0,0,0,2507,0,2507,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,NoHo Socks,4000,0,0,0,0,0,2000,2000,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Skin Cropped Feminino,6999,0,0,0,0,0,1000,1000,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Skin Cropped Long Sleeve Feminino,3611,0,0,0,0,0,501,501,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Spectrum Socks Mid 2.0,15146,0,0,0,0,0,11666,11666,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Tech T-shirt Gola U Masculino,66817,0,0,0,0,0,58214,58214,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Tech T-shirt Heavy Masculino,7164,0,0,0,0,0,5415,5415,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Tech T-shirt Heavy Slim Masculino,4606,0,0,0,0,0,1547,1547,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,Tech T-shirt High Neck Long Sleeve Feminino,4234,0,0,0,0,0,528,528,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BAE BRASIL,The Perfect Top Feminino,52315,0,0,0,0,1317,13501,14818,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BY COTTON,Daily T-shirt Feminino,15000,0,0,0,0,0,2000,2000,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BY COTTON,Daily T-shirt Masculino,15002,0,0,0,0,0,2750,2750,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BY COTTON,Tech T-shirt Gola U Masculino,28750,0,0,0,0,0,6000,6000,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,BY COTTON,Tech T-shirt Gola V Masculino,24000,0,0,0,0,0,24000,24000,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,CENTRAL DA MODELAGEM,Calça FutureForm Feminino,3114,0,0,0,0,0,1533,1533,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,CENTRAL DA MODELAGEM,Daily T-shirt Masculino,7084,0,0,0,0,0,5313,5313,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,CENTRAL DA MODELAGEM,Saia Midi Kyoto Feminino,1866,0,0,0,0,0,1242,1242,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,CENTRAL DA MODELAGEM,Saia Mini Kyoto Feminino,1704,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,CENTRAL DA MODELAGEM,Shorts Kyoto Feminino,4236,0,0,0,0,0,2118,2118,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,CLARA BELLA,Shorts Esportivo Serotonin Feminino,3001,0,0,0,0,0,1751,1751,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,CLESTE BRASIL CONFECÇÕES LTDA,Camiseta Henley Core Masculino,8854,0,0,0,0,0,8854,8854,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,CLESTE BRASIL CONFECÇÕES LTDA,Camiseta Polo Core Masculino,1531,0,0,0,0,0,1531,1531,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,DALOP,Calça Flare InSkin Feminino,1360,0,0,0,0,1360,0,1360,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,DALOP,Easy Legging Feminino,2397,0,0,0,0,0,1198,1198,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,DALOP,Modern Top Feminino,701,0,0,0,0,701,0,701,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,DALOP,Motion Shorts 90 Feminino,1204,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,DALOP,Stirrup Legging Feminino,1143,0,0,0,0,1143,0,1143,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,DALOP,Zipper Legging Feminino,1099,0,0,0,0,1099,0,1099,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,DDAL,Vestido WingSuit Feminino,2616,0,0,0,0,0,2616,2616,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,FABIO,Core T-Shirt Masculino,6028,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,FABIO,Tech T-shirt Gola U Masculino,23188,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,FABIO,Tech T-shirt Gola V Feminino,4297,0,0,0,0,1074,0,1074,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,FABIO,Tech T-shirt Long Sleeve Feminino,940,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,FABIO,Tech T-shirt Long Sleeve Masculino,6578,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,GOAT,Wingsuit Feminino,4585,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,INTERTEXTIL,Calcinha Brief Feminino,9214,0,0,0,0,9214,0,9214,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,INTERTEXTIL,Calcinha Minimal Feminino,7200,0,0,0,0,7200,0,7200,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,INTERTEXTIL,Calcinha Safe Feminino,6702,0,0,0,0,6702,0,6702,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,INTERTEXTIL,Calcinha String Feminino,5081,0,0,0,0,5081,0,5081,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,INTERTEXTIL,The Perfect Top Feminino,23501,0,0,0,0,23501,0,23501,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,KABRIOLLI,Calça FutureForm Feminino,3202,0,0,0,0,0,2402,2402,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,LUTESTIL,Cueca Boxer Comfort Simples Masculino,7601,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,LUTESTIL,Cueca Boxer Performance Simples Masculino,7600,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,LUTESTIL,Sutiã Comfy Feminino,5000,0,0,0,0,1000,0,1000,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,LUTESTIL,Sutiã Flex Feminino,5590,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,LUTESTIL,Sutiã Lounge Feminino,4999,0,0,0,0,1999,0,1999,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,LUTESTIL,The Perfect Top Feminino,6002,0,0,0,0,1001,0,1001,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,LUTESTIL,Undershirt Anti Suor Gola U Masculino,7300,0,0,0,0,800,0,800,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,LUTESTIL,Undershirt Anti Suor Gola V Masculino,12202,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,LUTESTIL,Undershirt Simples Gola V Masculino,2621,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,MAC CLEM,Camisa FutureForm Feminino,1404,0,0,0,0,0,702,702,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,MAC CLEM,Camisa FutureForm Masculino,1236,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,MALHAS D'STEFANO,Spectrum Socks High 2.0,13400,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,MALHAS D'STEFANO,Spectrum Socks Low 2.0,21400,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,MALHAS D'STEFANO,Spectrum Socks Mid 2.0,25000,0,0,0,0,15000,0,15000,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,MAURA,Calça FutureForm Masculino,8100,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,MAURA,Structure Cropped Feminino,3034,0,0,0,0,0,3034,3034,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,MAURA,Structure Tank Feminino,2052,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,MC & MC,Camisa FutureForm Feminino,5801,0,0,0,0,0,5801,5801,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,MC & MC,Camisa FutureForm Masculino,5888,0,0,0,0,0,2289,2289,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,NOVA FORMULA,Core T-Shirt Masculino,10043,0,0,0,0,0,2005,2005,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,PIXIE,Maxi Saia NYIN Feminino,2712,0,0,0,0,0,2034,2034,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,PIXIE,Tube Dress Feminino,4000,0,0,0,0,0,4000,4000,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,PIXIE,Vestido Tube Dress Curto Feminino,10828,0,0,0,0,0,7178,7178,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,RDM,Cueca Boxer Performance Anti Suor Masculino,6571,0,0,0,0,0,3295,3295,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,RDM,Motion Shorts Feminino,4180,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,RDM,Vestido Esportivo Rush Feminino,907,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,RIZLLEP,Daily T-shirt Masculino,26999,0,0,0,0,0,0,0,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,RIZLLEP,Saia Envelope Breeze Feminino,3981,0,0,0,0,0,2241,2241,2025-11,1.0,100.0,2025-11
2025-11-24,C112025,Base,RIZLLEP,Tech T-shirt Gola U Feminino,12503,2498,0,589,4735,0,0,0,2025-11,0.6212908901863552,62.1,2025-11
2025-11-24,C122025,Base,ART LIVRE,Tech T-shirt Gola U Masculino,20633,0,0,0,0,0,4102,4102,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,ART LIVRE,Tech T-shirt Gola V Feminino,5698,0,0,0,0,0,0,0,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,ART LIVRE,Tech T-shirt Heavy Masculino,5288,0,0,0,0,0,0,0,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,ART LIVRE,Tech T-shirt Heavy Slim Masculino,4824,0,0,0,0,0,1206,1206,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,ARTIGO X,Boné Outdoors,1187,0,0,0,0,0,0,0,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,ARTIGO X,Boné Sixx,1012,0,0,0,0,0,0,0,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,AZZURRA,Future Shorts 200 Masculino,2889,0,0,0,0,1689,0,1689,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,AZZURRA,Hybrid Jogger Masculino,1258,0,0,0,0,0,629,629,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,AZZURRA,Shorts Esportivo Endorphine Masculino,1000,0,0,0,0,0,1000,1000,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BAE BRASIL,Cueca Boxer Comfort Anti Suor Masculino,5459,0,0,0,0,0,5459,5459,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BAE BRASIL,Cueca Boxer Comfort Simples Masculino,13994,0,0,0,0,0,13994,13994,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BAE BRASIL,Cueca Boxer Performance Anti Suor Masculino,4996,0,0,334,1536,0,4996,4996,2025-12,0.6925540432345877,69.3,2025-12
2025-11-24,C122025,Base,BAE BRASIL,Cueca Boxer Performance Simples Masculino,9989,0,0,0,0,0,9989,9989,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BAE BRASIL,Cueca Slip Comfort Simples Masculino,4593,0,0,0,0,0,4593,4593,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BAE BRASIL,High Neck Tank Feminino,6348,0,0,0,0,0,4783,4783,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BAE BRASIL,NoHo Socks,2000,0,0,0,0,0,0,0,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BAE BRASIL,Skin Cropped Feminino,5030,0,0,0,0,1000,2515,3515,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BAE BRASIL,Skin Cropped Long Sleeve Feminino,2490,0,0,0,0,0,1660,1660,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BAE BRASIL,Tech T-shirt Gola U Masculino,45012,0,0,0,0,0,45012,45012,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BAE BRASIL,Tech T-shirt High Neck Long Sleeve Feminino,2460,0,0,1,68,0,1845,1845,2025-12,0.9723577235772358,97.2,2025-12
2025-11-24,C122025,Base,BAE BRASIL,Tech T-shirt Long Sleeve Feminino,3491,0,0,0,0,873,2618,3491,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BAE BRASIL,The Perfect Top Feminino,39600,0,0,0,0,0,26400,26400,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BY COTTON,Daily T-shirt Feminino,17481,0,0,0,0,4370,8741,13111,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BY COTTON,Daily T-shirt Masculino,12393,0,0,0,0,0,4131,4131,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BY COTTON,Tech T-shirt Gola U Masculino,22798,0,0,0,0,0,6000,6000,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,BY COTTON,Tech T-shirt Gola V Masculino,17712,0,0,0,0,0,8856,8856,2025-12,1.0,100.0,2025-12
2025-11-24,C122025,Base,CENTRAL DA MODELAGEM,Calça FutureForm Feminino,1440,0,0,0,0,0,480,480,2025-12,1.0,100.0,2025-12
