op_code,product_sku,cycle_name,supplier_id,supplier_name,product_name,product_color,product_size,is_finished_product_order,production_order_type,baseline_date,cycle_type,baseline_stage,baseline_planned_qty,baseline_dt_planned,baseline_dt_reviewed,current_stage,current_planned_qty,current_dt_planned,current_dt_reviewed,current_received_qty,current_cutted_qty,current_dt_max_entry,latest_ingestion_date,canceled_production_reason,is_int_date,is_int_cancel,is_int_grade,is_int_any,is_ext_cancel,is_ext_date_rev,is_ext_any,delta_days_planned,delta_days_reviewed,delta_planned_qty,int_reason_excl
OPF101N16,203120720104,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,finished,667,2025-10-01,2025-10-01,finished,667,2025-10-01,2025-10-01,655,668,2025-10-06,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N16,203120720105,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,finished,667,2025-10-01,2025-10-01,finished,667,2025-10-01,2025-10-01,660,669,2025-10-06,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N16,203120720106,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,finished,444,2025-10-01,2025-10-01,finished,444,2025-10-01,2025-10-01,435,444,2025-10-06,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N16,203120720107,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,finished,222,2025-10-01,2025-10-01,finished,222,2025-10-01,2025-10-01,222,222,2025-10-06,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N17,203120720104,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,finished,667,2025-10-08,2025-10-16,finished,667,2025-10-08,2025-10-16,647,672,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N17,203120720105,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,finished,667,2025-10-08,2025-10-16,finished,667,2025-10-08,2025-10-16,665,672,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N17,203120720106,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,finished,444,2025-10-08,2025-10-16,finished,444,2025-10-08,2025-10-16,444,448,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N17,203120720107,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,finished,222,2025-10-08,2025-10-16,finished,222,2025-10-08,2025-10-16,222,222,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N18,203120730104,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,finished,50,2025-10-01,2025-10-09,finished,50,2025-10-01,2025-10-09,50,50,2025-10-09,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N18,203120730105,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,finished,100,2025-10-01,2025-10-09,finished,100,2025-10-01,2025-10-09,100,100,2025-10-09,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N18,203120730106,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,finished,50,2025-10-01,2025-10-09,finished,50,2025-10-01,2025-10-09,50,50,2025-10-09,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N18,203120730107,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,finished,50,2025-10-01,2025-10-09,finished,50,2025-10-01,2025-10-09,50,50,2025-10-09,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N19,203120730104,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,finished,50,2025-10-08,2025-10-16,finished,50,2025-10-08,2025-10-16,49,50,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N19,203120730105,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,finished,100,2025-10-08,2025-10-16,finished,100,2025-10-08,2025-10-16,100,100,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N19,203120730106,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,finished,50,2025-10-08,2025-10-16,finished,50,2025-10-08,2025-10-16,50,50,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N19,203120730107,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,finished,50,2025-10-08,2025-10-16,finished,50,2025-10-08,2025-10-16,50,50,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N20,203120730104,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,finished,50,2025-10-15,2025-10-16,finished,50,2025-10-15,2025-10-16,47,50,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N20,203120730105,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,finished,100,2025-10-15,2025-10-16,finished,100,2025-10-15,2025-10-16,100,100,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N20,203120730106,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,finished,50,2025-10-15,2025-10-16,finished,50,2025-10-15,2025-10-16,46,50,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N20,203120730107,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,finished,50,2025-10-15,2025-10-16,finished,50,2025-10-15,2025-10-16,50,50,2025-10-17,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N21,203120730104,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,finished,50,2025-10-22,2025-10-20,finished,50,2025-10-22,2025-10-20,46,50,2025-10-20,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N21,203120730105,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,finished,100,2025-10-22,2025-10-20,finished,100,2025-10-22,2025-10-20,103,100,2025-10-20,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N21,203120730106,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,finished,50,2025-10-22,2025-10-20,finished,50,2025-10-22,2025-10-20,44,50,2025-10-20,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N21,203120730107,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,finished,50,2025-10-22,2025-10-20,finished,50,2025-10-22,2025-10-20,46,50,2025-10-20,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N22,202090700104,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,P,True,committed,2025-11-10,Extra,finished,78,2025-10-22,2025-10-31,finished,78,2025-10-22,2025-10-31,80,78,2025-10-27,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N22,202090700105,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,M,True,committed,2025-11-10,Extra,finished,109,2025-10-22,2025-10-31,finished,109,2025-10-22,2025-10-31,112,110,2025-10-27,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N22,202090700106,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,G,True,committed,2025-11-10,Extra,finished,47,2025-10-22,2025-10-31,finished,47,2025-10-22,2025-10-31,48,48,2025-10-27,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N22,202090700107,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,GG,True,committed,2025-11-10,Extra,finished,16,2025-10-22,2025-10-31,finished,16,2025-10-22,2025-10-31,16,16,2025-10-27,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N23,203171060104,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,P,True,committed,2025-11-10,Extra,finished,50,2025-11-01,2025-11-04,finished,50,2025-11-01,2025-11-04,49,50,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N23,203171060105,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,M,True,committed,2025-11-10,Extra,finished,100,2025-11-01,2025-11-04,finished,100,2025-11-01,2025-11-04,94,100,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N23,203171060106,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,G,True,committed,2025-11-10,Extra,finished,50,2025-11-01,2025-11-04,finished,50,2025-11-01,2025-11-04,47,50,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N23,203171060107,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,GG,True,committed,2025-11-10,Extra,finished,50,2025-11-01,2025-11-04,finished,50,2025-11-01,2025-11-04,47,50,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N24,203171060104,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,P,True,committed,2025-11-10,Extra,quality_inspection,50,2025-11-08,2025-11-11,finished,50,2025-11-08,2025-11-11,50,50,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N24,203171060105,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,M,True,committed,2025-11-10,Extra,quality_inspection,100,2025-11-08,2025-11-11,finished,100,2025-11-08,2025-11-11,89,100,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N24,203171060106,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,G,True,committed,2025-11-10,Extra,quality_inspection,50,2025-11-08,2025-11-11,finished,50,2025-11-08,2025-11-11,49,59,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N24,203171060107,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,GG,True,committed,2025-11-10,Extra,quality_inspection,50,2025-11-08,2025-11-11,finished,50,2025-11-08,2025-11-11,45,50,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N25,203171060104,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,P,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-15,2025-11-15,finished,50,2025-11-15,2025-11-24,48,50,2025-11-24,2026-04-20,,False,False,False,False,False,True,True,0,9,0,Inalterado
OPF101N25,203171060105,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,M,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,100,2025-11-15,2025-11-15,finished,100,2025-11-15,2025-11-24,97,100,2025-11-24,2026-04-20,,False,False,False,False,False,True,True,0,9,0,Inalterado
OPF101N25,203171060106,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,G,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-15,2025-11-15,finished,50,2025-11-15,2025-11-24,50,50,2025-11-24,2026-04-20,,False,False,False,False,False,True,True,0,9,0,Inalterado
OPF101N25,203171060107,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,GG,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-15,2025-11-15,finished,50,2025-11-15,2025-11-24,48,50,2025-11-24,2026-04-20,,False,False,False,False,False,True,True,0,9,0,Inalterado
OPF101N26,203171060104,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,P,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-22,2025-11-22,finished,50,2025-11-22,2025-11-27,46,50,2025-12-03,2026-04-20,,False,False,False,False,False,True,True,0,5,0,Inalterado
OPF101N26,203171060105,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,M,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,100,2025-11-22,2025-11-22,finished,100,2025-11-22,2025-11-27,99,100,2025-12-03,2026-04-20,,False,False,False,False,False,True,True,0,5,0,Inalterado
OPF101N26,203171060106,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,G,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-22,2025-11-22,finished,50,2025-11-22,2025-11-27,37,50,2025-12-03,2026-04-20,,False,False,False,False,False,True,True,0,5,0,Inalterado
OPF101N26,203171060107,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,GG,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-22,2025-11-22,finished,50,2025-11-22,2025-11-27,47,50,2025-12-03,2026-04-20,,False,False,False,False,False,True,True,0,5,0,Inalterado
OPF101N27,203120720104,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,finished,667,2025-11-01,2025-11-01,finished,667,2025-11-01,2025-11-01,663,672,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N27,203120720105,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,finished,667,2025-11-01,2025-11-01,finished,667,2025-11-01,2025-11-01,655,668,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N27,203120720106,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,finished,444,2025-11-01,2025-11-01,finished,444,2025-11-01,2025-11-01,444,444,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N27,203120720107,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,finished,222,2025-11-01,2025-11-01,finished,222,2025-11-01,2025-11-01,220,222,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N28,203120720104,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,667,2025-11-15,2025-11-15,finished,667,2025-11-15,2025-12-08,591,668,2025-12-29,2026-04-20,,False,False,False,False,False,True,True,0,23,0,Inalterado
OPF101N28,203120720105,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,667,2025-11-15,2025-11-15,finished,667,2025-11-15,2025-12-08,601,668,2025-12-29,2026-04-20,,False,False,False,False,False,True,True,0,23,0,Inalterado
OPF101N28,203120720106,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,444,2025-11-15,2025-11-15,finished,444,2025-11-15,2025-12-08,430,444,2025-12-29,2026-04-20,,False,False,False,False,False,True,True,0,23,0,Inalterado
OPF101N28,203120720107,Alocação extra Adapt Fit,101,CLARA BELLA,Stirrup Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,222,2025-11-15,2025-11-15,finished,222,2025-11-15,2025-12-08,167,222,2025-12-29,2026-04-20,,False,False,False,False,False,True,True,0,23,0,Inalterado
OPF101N29,203120730104,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-01,2025-11-01,finished,50,2025-11-01,2025-11-01,48,50,2025-11-20,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N29,203120730105,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,100,2025-11-01,2025-11-01,finished,100,2025-11-01,2025-11-01,101,100,2025-11-20,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N29,203120730106,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-01,2025-11-01,finished,50,2025-11-01,2025-11-01,50,50,2025-11-20,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N29,203120730107,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-01,2025-11-01,finished,50,2025-11-01,2025-11-01,51,50,2025-11-20,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N30,203120730104,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-08,2025-11-08,finished,50,2025-11-08,2025-11-24,57,50,2025-11-24,2026-04-20,,False,False,False,False,False,True,True,0,16,0,Inalterado
OPF101N30,203120730105,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,100,2025-11-08,2025-11-08,finished,100,2025-11-08,2025-11-24,92,100,2025-11-24,2026-04-20,,False,False,False,False,False,True,True,0,16,0,Inalterado
OPF101N30,203120730106,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-08,2025-11-08,finished,50,2025-11-08,2025-11-24,41,50,2025-11-24,2026-04-20,,False,False,False,False,False,True,True,0,16,0,Inalterado
OPF101N30,203120730107,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-08,2025-11-08,finished,50,2025-11-08,2025-11-24,51,50,2025-11-24,2026-04-20,,False,False,False,False,False,True,True,0,16,0,Inalterado
OPF101N31,203120730104,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-15,2025-11-15,finished,50,2025-11-15,2025-11-27,47,50,2025-12-03,2026-04-20,,False,False,False,False,False,True,True,0,12,0,Inalterado
OPF101N31,203120730105,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,100,2025-11-15,2025-11-15,finished,100,2025-11-15,2025-11-27,97,100,2025-12-03,2026-04-20,,False,False,False,False,False,True,True,0,12,0,Inalterado
OPF101N31,203120730106,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-15,2025-11-15,finished,50,2025-11-15,2025-11-27,50,50,2025-12-03,2026-04-20,,False,False,False,False,False,True,True,0,12,0,Inalterado
OPF101N31,203120730107,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-15,2025-11-15,finished,50,2025-11-15,2025-11-27,50,50,2025-12-03,2026-04-20,,False,False,False,False,False,True,True,0,12,0,Inalterado
OPF101N32,203120730104,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,P,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-22,2025-11-22,finished,50,2025-11-22,2025-12-08,16,50,2025-12-29,2026-04-20,,False,False,False,False,False,True,True,0,16,0,Inalterado
OPF101N32,203120730105,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,M,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,100,2025-11-22,2025-11-22,finished,100,2025-11-22,2025-12-08,42,100,2025-12-29,2026-04-20,,False,False,False,False,False,True,True,0,16,0,Inalterado
OPF101N32,203120730106,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,G,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-22,2025-11-22,finished,50,2025-11-22,2025-12-08,19,50,2025-12-29,2026-04-20,,False,False,False,False,False,True,True,0,16,0,Inalterado
OPF101N32,203120730107,Alocação extra Adapt Fit,101,CLARA BELLA,Zipper Legging Feminino,Preto,GG,True,committed,2025-11-10,Extra,cut_fabric_and_sewing_process,50,2025-11-22,2025-11-22,finished,50,2025-11-22,2025-12-08,4,50,2025-12-29,2026-04-20,,False,False,False,False,False,True,True,0,16,0,Inalterado
OPF101N33,202090700104,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,P,True,committed,2025-11-10,Extra,finished,78,2025-11-01,2025-11-04,finished,78,2025-11-01,2025-11-04,78,78,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N33,202090700105,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,M,True,committed,2025-11-10,Extra,finished,109,2025-11-01,2025-11-04,finished,109,2025-11-01,2025-11-04,110,110,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N33,202090700106,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,G,True,committed,2025-11-10,Extra,finished,47,2025-11-01,2025-11-04,finished,47,2025-11-01,2025-11-04,48,48,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N33,202090700107,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,GG,True,committed,2025-11-10,Extra,finished,16,2025-11-01,2025-11-04,finished,16,2025-11-01,2025-11-04,16,16,2025-11-05,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N34,202090700104,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,P,True,committed,2025-11-10,Extra,quality_inspection,78,2025-11-08,2025-11-11,finished,78,2025-11-08,2025-11-11,78,78,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N34,202090700105,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,M,True,committed,2025-11-10,Extra,quality_inspection,109,2025-11-08,2025-11-11,finished,109,2025-11-08,2025-11-11,110,110,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N34,202090700106,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,G,True,committed,2025-11-10,Extra,quality_inspection,47,2025-11-08,2025-11-11,finished,47,2025-11-08,2025-11-11,47,48,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N34,202090700107,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,GG,True,committed,2025-11-10,Extra,quality_inspection,16,2025-11-08,2025-11-11,finished,16,2025-11-08,2025-11-11,16,16,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N35,202090700104,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,P,True,committed,2025-11-10,Extra,quality_inspection,31,2025-11-08,2025-11-11,finished,31,2025-11-08,2025-11-11,30,30,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N35,202090700105,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,M,True,committed,2025-11-10,Extra,quality_inspection,44,2025-11-08,2025-11-11,finished,44,2025-11-08,2025-11-11,44,44,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N35,202090700106,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,G,True,committed,2025-11-10,Extra,quality_inspection,19,2025-11-08,2025-11-11,finished,19,2025-11-08,2025-11-11,22,22,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N35,202090700107,Alocação extra Adapt Fit,101,CLARA BELLA,Modern Top Feminino,Preto,GG,True,committed,2025-11-10,Extra,quality_inspection,6,2025-11-08,2025-11-11,finished,6,2025-11-08,2025-11-11,6,6,2025-11-11,2026-04-20,,False,False,False,False,False,False,False,0,0,0,Inalterado
OPF101N36,203171060104,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,P,True,committed,2025-11-10,Extra,fabric_validation_and_pre_cutting,50,2025-12-01,2025-12-01,finished,50,2025-12-01,2025-12-08,52,50,2025-12-10,2026-04-20,,False,False,False,False,False,True,True,0,7,0,Inalterado
OPF101N36,203171060105,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,M,True,committed,2025-11-10,Extra,fabric_validation_and_pre_cutting,100,2025-12-01,2025-12-01,finished,100,2025-12-01,2025-12-08,110,100,2025-12-10,2026-04-20,,False,False,False,False,False,True,True,0,7,0,Inalterado
OPF101N36,203171060106,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,G,True,committed,2025-11-10,Extra,fabric_validation_and_pre_cutting,50,2025-12-01,2025-12-01,finished,50,2025-12-01,2025-12-08,46,50,2025-12-10,2026-04-20,,False,False,False,False,False,True,True,0,7,0,Inalterado
OPF101N36,203171060107,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,GG,True,committed,2025-11-10,Extra,fabric_validation_and_pre_cutting,50,2025-12-01,2025-12-01,finished,50,2025-12-01,2025-12-08,48,50,2025-12-10,2026-04-20,,False,False,False,False,False,True,True,0,7,0,Inalterado
OPF101N37,203171060104,Alocação extra Adapt Fit,101,CLARA BELLA,Calça Flare InSkin Feminino,Preto,P,True,committed,2025-11-10,Extra,fabric_validation_and_pre_cutting,50,2025-12-08,2025-12-08,finished,50,2025-12-08,2025-12-12,50,50,2025-12-16,2026-04-20,,False,False,False,False,False,True,True,0,4,0,Inalterado
