analysis_date,window_start_date,window_end_date,total_detractor_ops_not_arrived,ops_without_entry_warehouse_date,ops_with_future_entry_warehouse_date,ops_mp_late,pct_ops_mp_late,ops_mp_to_expected_end_lt_45_days,pct_ops_mp_to_expected_end_lt_45_days,ops_quality_rejected,pct_ops_quality_rejected,ops_quality_rejected_delivery_authorized,pct_ops_quality_rejected_delivery_authorized,ops_quality_rejected_correct_reaudit,pct_ops_quality_rejected_correct_reaudit,ops_with_quality_data,ops_without_quality_data,quality_query_execution_date
2026-04-27,2026-03-13,2026-04-27,18,18,0,5,0.2777777777777778,3,0.16666666666666666,6,0.3333333333333333,5,0.2777777777777778,1,0.05555555555555555,14,4,2026-04-27
